refcode,HOMO,LUMO,gap,dipole_moment_Debye,splitting,hirshfeld,N_FOD
OBOKOF,-5.3572,-2.071,3.2862,11.13044,37.78,-0.08678,0.491773
OCOCFE,-4.8215,-1.0347,3.7868,1.0244,78.89,0.023488,0.440009
OCUJOL,-3.9733,-2.516,1.4573,11.19404,-45.84,0.15808,1.072949
ODIHOY,-3.5703,-1.4467,2.1236,0.17803,-48.17,0.205565,1.045972
ODOWUC,-5.0267,-2.78,2.2467,17.46553,-13.09,0.130951,1.235973
ODUXIX,-4.1391,-1.9105,2.2286,9.16075,-37.68,0.21435,1.546143
OEPHNI,-5.5169,-3.0479,2.469,7.41338,-28.2,0.030692,1.001962
OFANER,-4.6272,-2.1597,2.4675,0,-17.08,0.24659,0.71114
OFEXAA,1.7114,6.6138,4.9024,0,67.79,-0.044146,0.155412
OFINAT,-12.5436,-9.3085,3.2351,0.0014,-13.22,0.303826,0.374732
OFIXEI,-5.052,-2.2438,2.8082,3.18621,-38.43,0.196591,0.874967
OFUROX,-4.7042,-1.5579,3.1463,1.37988,39.37,-0.008378,0.520969
OGEVUS,-4.8503,-2.3882,2.4621,3.05756,-45.16,0.134016,0.895906
OGUBOH,-8.2278,-5.8138,2.414,7.2469,69.17,0.073677,0.666405
OHUSEQ,-5.1247,-2.2115,2.9132,3.04513,19.96,0.059767,0.726977
OJEBUB,-4.0909,-3.3034,0.7875,13.91803,-54.35,0.225036,1.290015
OJUHAF,-4.9852,-0.917,4.0682,2.61202,-56.88,0.23363,0.273005
OKEMUO,-3.8657,-1.8745,1.9912,1.58619,-46.03,0.204883,0.634674
OLENAU,-5.9119,-2.7396,3.1723,10.50903,-91.24,0.346,0.68957
OLIWUB,-4.9631,-1.9293,3.0338,3.00E-05,-11.56,0.156259,0.535207
OLOZAR,-4.2575,-1.7932,2.4643,0.05573,-16.63,0.147389,0.725028
OLUYEB,-11.9775,-9.4689,2.5086,6.03667,14.02,0.171329,1.048711
OMANIB,-4.5748,-3.0093,1.5655,11.22004,33.7,0.11526,1.880303
OMIXAL,-4.1053,-2.9564,1.1489,10.16566,-38.71,0.141681,1.047638
OMUHAG,-5.6944,-2.1038,3.5906,13.54395,-64.57,0.282746,0.439252
ONAPOL,-2.5227,-1.0433,1.4794,7.34146,-13.81,0.420003,1.119548
ONAXIM,-4.673,-2.9498,1.7232,7.30512,28.34,0.082598,1.475755
ONUQAR,-4.5231,-2.2521,2.271,4.30951,-45.56,0.308955,0.997344
OPAKUM,-3.7212,-1.6218,2.0994,7.45286,27.73,-0.023248,1.122126
OQAKAV,-5.071,-2.0177,3.0533,6.80069,71.7,-0.004457,0.765462
OQEDOE,-4.9373,-2.6117,2.3256,8.8811,-25.39,0.149387,0.86739
OQEPOR,-4.3236,-1.6085,2.7151,1.33663,-23.28,0.097949,0.871733
ORESUC,-4.7974,-1.7035,3.0939,4.52268,38.93,-0.056037,0.87961
ORODOP,-5.6419,-3.5303,2.1116,5.49454,47.99,0.019188,1.052134
OROFEH,-5.029,-1.3113,3.7177,2.51173,49.89,-0.08054,0.405815
ORUDUB,-4.6729,-1.8013,2.8716,4.24047,32.05,-0.056159,0.519078
OSELOO,-3.7266,-2.576,1.1506,12.59965,-18.44,0.130869,2.421353
OTIQIT,-4.8084,-1.0707,3.7377,0.9931,37.53,-0.000633,0.32479
OTOTEX,-4.5256,-2.0418,2.4838,4.91102,-50.26,0.226757,0.951365
OTOTIB,-5.774,-3.7391,2.0349,5.52841,-30.21,0.30615,1.025452
OVOJIU,-4.3404,-1.6377,2.7027,4.92384,131.81,-0.179344,0.54464
OWIQER,-4.7634,-1.1666,3.5968,1.61271,54.58,-0.072996,0.575179
OWOGUE,-5.6548,-2.1723,3.4825,2.14513,-38.75,0.28126,0.467675
OYIKOY,-0.5145,2.007,2.5215,9.71749,-81.07,0.151027,0.718313
OYIKUE,-1.067,1.0413,2.1083,13.06267,-54.65,0.108887,1.363397
OYILIT,-1.2696,0.9916,2.2612,11.26557,-52.63,0.08356,1.169995
OYUKOK,-4.6997,-2.1304,2.5693,7.61972,-45.71,0.090065,1.344422
OZEDIH,-16.0141,-14.5696,1.4445,1.00E-05,42.96,0.008605,0.981515
OZIREV,-3.2046,-0.6633,2.5413,8.54348,-41.91,0.093279,0.91508
OZUSOT,-4.8932,-3.6332,1.26,16.83813,-57.1,0.198748,1.140548
PAACCO,-5.7223,-1.9277,3.7946,6.85948,47.48,0.196106,0.645035
PABZIC,-11.8588,-9.94,1.9188,7.99558,46.25,0.17761,0.764582
PACHEI,-4.4447,-1.2387,3.206,8.98533,-69.94,0.354112,0.625145
PADJAH,-5.1272,-3.9335,1.1937,20.05862,-36.65,0.351997,1.470427
PAHMUJ,-8.6499,-5.8996,2.7503,7.72196,61.55,0.093233,0.516252
PAMSUT,-1.9726,-0.0626,1.91,11.10474,-37.44,0.092604,0.978383
PANGER,-4.9663,-1.8847,3.0816,0.00157,-34.19,0.112313,0.455385
PARRUW,-5.1157,-1.9496,3.1661,0.00955,-15.95,0.148553,0.387926
PARSOR,-5.7015,-2.8046,2.8969,8.63408,-42.1,0.152737,0.45921
PASGIZ,-8.1432,-5.8922,2.251,12.35087,-22.68,0.052015,0.573529
PATACO10,-12.9116,-10.1941,2.7175,13.12991,62.22,0.204883,0.462438
PATQEG,-5.4757,-2.7836,2.6921,9.18593,-33.19,0.097599,0.91645
PAXVAM,-5.1585,-3.0838,2.0747,9.89661,-53.53,0.22952,1.176456
PAYHIG,-4.0749,-1.0734,3.0015,5.94683,-59.52,0.272906,0.896452
PAYVAO,-11.1681,-7.6306,3.5375,0,-50.42,0.328452,0.388547
PAZDUQ,-5.7427,-1.7358,4.0069,13.06132,-46.04,0.197958,0.361933
PAZPAI,-10.903,-7.9683,2.9347,8.02557,-33.23,0.05887,0.629846
PAZXAP,-11.041,-6.7922,4.2488,0.33587,40.19,0.018684,0.331692
PCTHFC,-5.545,-2.1244,3.4206,7.02871,130.61,0.03689,0.42588
PEHZOU,-4.1588,-1.2453,2.9135,4.12667,46.03,-0.195802,0.77764
PEJCOZ,-4.2355,-2.901,1.3345,9.70378,-56.66,0.275879,0.971391
PEKPAW,-12.2626,-8.6219,3.6407,2.72192,-36.39,0.165373,0.175859
PEMENI,-7.4956,-5.2151,2.2805,10.64554,30.32,-0.038331,0.913921
PEMSOP,-5.4153,-1.4711,3.9442,9.22132,167.19,-0.044929,0.470255
PEMTAC,-4.4266,-1.4757,2.9509,9.82312,123.65,-0.043849,0.697499
PENBUG,-2.0481,0.3693,2.4174,0.86025,18.05,0.095761,0.843698
PENHOI,-2.5261,0.1679,2.694,3.60792,-62.42,0.422348,0.93851
PEPPEI,-4.1351,-1.8992,2.2359,1.90859,22.47,-0.116631,1.457609
PEQMEE,1.5742,4.0994,2.5252,0,34.38,-0.17166,1.078197
PERJIG,-14.2655,-10.7852,3.4803,3.57504,100.48,-0.035141,0.883738
PEVHAC,-7.7146,-4.8896,2.825,1.30966,9.49,-0.081878,1.615449
PEXKAF,-14.2829,-10.805,3.4779,7.60036,57.61,0.173022,0.376633
PEXKUB,-5.2525,-2.9128,2.3397,8.46174,-20.7,0.121668,1.086505
PIBPOH,-7.5359,-5.1153,2.4206,6.11908,-19.97,0.165596,0.669892
PIGDIS,-8.5355,-5.4673,3.0682,8.3896,-37.57,0.041889,0.533991
PIHWEI,-4.505,-0.2483,4.2567,0.7247,-49.42,0.184512,0.177603
PIKZIT,-4.5,-1.6332,2.8668,0.15797,-45.07,0.223514,0.611202
PIMMOQ,-4.3436,-1.7331,2.6105,0,-27.17,0.199706,0.7428
PINBUJ,-11.9664,-9.3414,2.625,2.81313,-28.36,0.009699,0.330744
PIQKOR,-8.6431,-5.8982,2.7449,6.72412,52.32,0.0587,0.838959
PITBUP,-0.9544,2.4951,3.4495,7.62464,-41.29,0.112497,0.590464
PITHAD,-13.3445,-10.1709,3.1736,0,-11.63,0.249818,0.526592
PIVDAB,-9.3007,-6.2369,3.0638,8.33524,-39.19,0.157065,0.3845
PIVHUZ,-5.3169,-2.9567,2.3602,7.00E-05,-14.08,0.293786,0.846991
PIYYON,-4.3814,-2.0722,2.3092,8.8503,-35.75,0.140225,1.058834
PMCCOC,-4.8715,-1.3909,3.4806,3.74688,48.72,-0.068728,0.360354
POBWUA,-8.1739,-6.182,1.9919,21.07664,30.24,0.11774,0.904217
PODCIX,-4.9178,-2.8704,2.0474,5.14861,-20.34,0.14168,1.173635
POJHUT,-5.3659,-3.3008,2.0651,8.70829,-24.02,0.158254,1.066349
POJREL,-6.1976,-3.4233,2.7743,11.31545,-28.55,0.290504,0.471665
POPFEC10,-5.694,-1.9797,3.7143,3.97195,120.94,-0.15111,0.6865
PORNES,-5.0574,-2.8011,2.2563,10.94568,-9.68,0.222522,0.935647
PORPOB,-17.4234,-13.6229,3.8005,0.60588,76.65,-0.00465,0.424065
POWRID,-4.8918,-3.9462,0.9456,20.70042,-12.9,0.16666,1.087709
POWROJ,-7.9141,-5.7676,2.1465,10.18186,-52.11,0.271306,0.544652
PUCFID,-5.3289,-2.1457,3.1832,9.22888,76.52,0.008344,0.828899
PUCHOL,-4.602,-2.2419,2.3601,2.18735,-58.9,0.200044,1.17877
PUCHUR,-4.493,-2.1226,2.3704,3.13879,26.29,0.051254,1.155045
PUDPAG,-5.0491,-2.5795,2.4696,4.01771,-34.84,0.235689,1.16221
PUGLOS,-7.3654,-4.9238,2.4416,5.47054,58.13,-0.009371,1.156449
PUHWUL,-8.6879,-6.8095,1.8784,0.19924,-43.61,0.310382,0.653959
PUJBAX,4.5231,7.4326,2.9095,5.35152,-60.22,0.227711,0.294911
PUJSOC,-8.3628,-5.7363,2.6265,7.8901,29.89,-0.119662,0.615926
PUKPUG,-5.1731,-1.9404,3.2327,7.26985,96.78,-0.05526,0.789048
PUMQAQ,1.0632,4.3876,3.3244,1.07622,-51.58,0.195887,0.423885
PUQJAM,-0.6747,1.6433,2.318,10.92311,-22.06,0.178155,1.001196
PURCUA,-4.6368,-2.4786,2.1582,2.38123,-31.15,0.267849,0.627756
PUTTUT,-9.2712,-5.8229,3.4483,2.80281,62.79,-0.083039,0.573754
PUTVAB,-11.9924,-8.8109,3.1815,2.79574,75,-0.018512,0.510751
PUVLAV,-4.7583,-3.1865,1.5718,9.66545,-61.13,0.333705,0.952705
PUWMAX,-9.3679,-7.2523,2.1156,16.54192,48.13,0.215233,0.651642
PUXRAC,-4.6245,-3.653,0.9715,10.74522,-46.96,0.180306,1.234874
PUXVIO,-4.8042,-2.2666,2.5376,5.92381,-30.11,0.296075,1.07962
PUXVOU,-4.458,-1.7025,2.7555,3.42867,-58.83,0.258199,0.717921
PYESAF10,-3.9606,-2.0126,1.948,6.93749,-30.75,0.26982,1.282787
PYRMNC,-5.7561,-2.8025,2.9536,0.42922,134.02,0.012161,0.517814
QABMIP,-7.8301,-5.3827,2.4474,5.56099,21.95,0.001558,0.885304
QADJEK,-4.825,-1.8517,2.9733,20.31824,-30.32,0.207223,0.686508
QAFCEG,-5.0782,-2.2665,2.8117,13.60076,-32.14,0.011201,0.888823
QAFCOS,-4.6374,-1.8276,2.8098,9.46078,-47.41,0.142121,0.455293
QAFPAO,-8.8928,-6.3335,2.5593,9.03428,63.84,0.046316,0.546187
QAGCEG,1.2799,4.2524,2.9725,0,-38.31,0.106051,0.47645
QAHQAT,-8.3726,-5.558,2.8146,8.45488,31.94,0.109967,0.549297
QAHWUT,-5.1706,-2.9094,2.2612,6.40933,25.2,0.017014,0.969358
QALDUD,-5.5397,-2.6029,2.9368,10.2852,-13.55,0.154679,0.386515
QANFOD,-1.617,0.2391,1.8561,1.00E-05,20.85,-0.04983,1.25649
QANMOK,-3.7378,-0.9383,2.7995,2.95723,20.72,0.068086,0.795424
QAQBIV,-6.1692,-1.9122,4.257,1.26392,75.09,-0.111057,0.353481
QAQBOB,-6.024,-1.5084,4.5156,3.45972,125.9,-0.023373,0.344262
QAQZEO,-4.4964,-2.1274,2.369,5.38816,16.46,-0.064042,0.676541
QARMIF,-9.5305,-5.5051,4.0254,2.28481,73.85,0.104913,0.305519
QARPEF,-5.5887,-3.509,2.0797,11.32741,-19.79,0.293415,1.361539
QASCUI,-5.1305,-3.1718,1.9587,9.97899,-35.83,0.128525,1.21302
QAVFID,-4.0794,-2.7908,1.2886,8.23501,-38.2,0.232969,1.458429
QAWZET,-4.9511,-1.6432,3.3079,6.06213,-19.67,0.17085,0.359163
QAWZIX,-9.3876,-5.9953,3.3923,4.34889,-19.7,0.16142,0.373179
QAYBAT,-4.0357,-1.645,2.3907,11.0973,-44,0.121286,0.950135
QAYCEY,-5.0423,-2.8,2.2423,7.40495,-26.26,0.382874,0.712292
QAZCIF,-4.9419,-2.6956,2.2463,11.69409,26.77,0.100615,1.399563
QEDCOR,-13.1164,-10.5224,2.594,0,-30.27,0.387033,0.628425
QEDKOZ,-6.1735,-3.2291,2.9444,1.00E-05,-8.4,0.158081,0.705978
QEFDOW,-6.2205,-4.3109,1.9096,3.97259,-13.98,0.299671,1.032457
QEHKUL,-8.2495,-5.5021,2.7474,4.85871,24.26,0.029846,0.512403
QEHZIN,-11.5544,-9.1557,2.3987,2.28478,89.86,-0.060906,0.961167
QEKCAN,-5.3539,-2.1387,3.2152,8.49872,60.89,0.06475,0.528212
QEKFET,-4.8699,-1.9725,2.8974,7.00E-05,-36.41,0.1599,1.177568
QENWUC,-11.0672,-6.6975,4.3697,0,79.51,-0.08765,0.497563
QEQVEO,-4.8911,-2.7988,2.0923,13.58618,-33.57,0.283471,1.123228
QETKOS,-17.3436,-14.3546,2.989,0.08351,48.88,0.208747,0.562374
QETLAF,-8.6665,-6.5618,2.1047,12.60032,-61.43,0.291188,0.678543
QETVAM,-4.3988,-3.1774,1.2214,18.76699,-19.85,0.120107,1.053237
QEWGOR,-4.9806,-1.9922,2.9884,9.63309,25.61,0.127533,0.939355
QEZYUP,-4.632,-0.884,3.748,2.16786,80.07,0.078109,0.492058
QIDNAU,-3.142,-0.7719,2.3701,5.29355,-33.79,-0.049143,1.146549
QIGGOC,-8.714,-5.5476,3.1664,1.2338,75.5,0.028277,0.470182
QIGRED,-6.7582,-1.9317,4.8265,16.7409,101.48,0.084679,0.230044
QIGRON,-5.7857,-2.6012,3.1845,8.04334,45.53,0.073301,0.592885
QIGSEE,-5.786,-1.5965,4.1895,10.94532,87.76,0.06388,0.376651
QIJTAE,-5.4615,-3.3988,2.0627,8.01291,-18.48,0.34594,1.614258
QILWUD,-12.3136,-9.5045,2.8091,6.90368,55.98,0.105525,0.487813
QIMXUI,2.6306,4.95,2.3194,1.00E-05,21.66,-0.228218,1.254642
QIRWIZ,-7.5888,-4.5544,3.0344,7.87818,-46.78,0.147551,0.358996
QIRWOF,-7.4457,-5.2434,2.2023,8.1297,-47.42,0.158112,0.484791
QIRWUL,-7.4279,-5.3001,2.1278,8.63435,-51.76,0.172928,0.620541
QITBEA,-4.2825,-1.8749,2.4076,8.55452,-65.07,0.260282,1.001532
QITSUJ,0.2779,3.5187,3.2408,0.26352,-45.39,0.315454,0.546619
QITWUO,-7.6948,-6.0492,1.6456,4.57508,-7.17,0.337981,1.884451
QIVYEZ,-5.7883,-3.4594,2.3289,6.00E-05,-75.69,0.350869,0.752173
QIWCUU,-4.3973,-2.2279,2.1694,7.58691,14.51,-0.10786,1.175022
QIWKOX,-5.2495,-1.7972,3.4523,1.77239,105.13,-0.068185,0.512733
QIXCOR,-3.9613,-2.0842,1.8771,12.37634,-50.34,0.170571,1.148353
QIXDEI,-3.4341,-1.9411,1.493,13.14397,-26.35,0.156563,1.210141
QIXDIM,-3.8889,-2.0016,1.8873,13.76355,-49.45,0.182978,1.106956
QIYMAN,-4.9641,-2.3634,2.6007,6.64457,48.82,0.009965,1.007
QIZCAF,-4.203,-2.9886,1.2144,14.41495,-32.79,0.164379,1.25305
QOBRIK,-4.4684,-1.9696,2.4988,11.27082,-34.65,0.166121,0.769753
QOCDUI01,-4.83,-3.2548,1.5752,5.46446,0.87,0.257044,1.997586
QOFDIZ,-8.7824,-6.4809,2.3015,3.9834,109.87,0.103618,0.906816
QOFVOW,-5.267,-2.2289,3.0381,7.63337,-17.96,0.153961,0.609856
QOGLAZ,-4.7979,-1.428,3.3699,13.60671,-40.92,0.187728,0.476268
QOGNAD,-10.3757,-6.933,3.4427,0.15433,83.75,0.157597,0.408696
QOJDEZ,-4.6083,-1.6319,2.9764,1.00E-05,-38.86,0.128904,0.591874
QOKSOY,-5.4239,-2.632,2.7919,4.10322,118.89,-0.074714,0.918563
QOKYIY,-5.6346,-2.5748,3.0598,4.47061,108.71,-0.023098,0.61443
QOLKIM,-5.0951,-3.3217,1.7734,10.54364,7.71,0.240441,1.355324
QOLZOH,-4.308,-0.9046,3.4034,10.23798,-49.85,0.283514,0.5427
QOMLOU,-4.7466,-1.5449,3.2017,4.04029,-31.87,0.188952,0.728376
QOMQOZ,-7.7132,-6.1291,1.5841,4.95017,-43.53,0.233039,1.31802
QOPWOK,-4.3083,-1.6306,2.6777,1.81441,2.77,0.047258,1.132585
QOQKIQ,-14.7939,-10.1373,4.6566,0,-49.8,0.310827,0.121286
QORDUY,-1.593,0.3854,1.9784,9.12864,1.58,0.136485,1.140978
QORFAG,2.2865,4.6123,2.3258,1.87315,9.49,0.093672,1.023479
QOSGEL,-7.3295,-5.2227,2.1068,6.2934,-49.58,0.2309,1.109751
QOSTAT,-11.0759,-8.3573,2.7186,3.88791,29.54,-0.016974,0.917581
QOSZON,-6.0524,-1.0765,4.9759,3.244,191.59,-0.128515,0.471409
QOWJOE,-1.5927,1.8488,3.4415,0.9044,-28.09,0.254358,0.47245
QOXKUL,-4.3053,-1.7862,2.5191,14.92011,-48.93,0.146511,0.893114
QOXZAG,-8.2472,-6.2825,1.9647,1.1235,26.97,0.1604,1.654269
QOXZEK,-8.1393,-6.04,2.0993,0.09604,33.41,0.140513,1.501176
QOYFEQ,-5.6046,-3.2191,2.3855,6.62635,42.21,0.097673,0.950414
QOYWIN,-4.005,-2.3622,1.6428,19.91388,-29.88,0.291153,0.908142
QOZZUB,-5.2738,-3.3538,1.92,8.17847,-20.21,0.336128,1.62394
QUCBOG,-1.8389,-0.569,1.2699,0.68743,27.72,0.235335,1.668678
QUDDOJ,-1.1942,1.3001,2.4943,2.35588,-60.52,0.18917,1.402865
QUGQUF,-9.0097,-6.2123,2.7974,6.13908,-35.27,0.1687,0.673034
QUHKIO,-5.1657,-2.7522,2.4135,1.86736,44.49,-0.021218,1.107482
QUKTAS,-3.6798,-1.6946,1.9852,7.41902,-49.17,0.157188,1.340396
QUSHET,-1.5933,1.8413,3.4346,1.07442,-56.41,0.283619,0.483263
QUSJAQ,-4.4524,-2.3451,2.1073,6.94814,-38.11,0.16137,1.372122
QUSPOJ,-8.8267,-5.9123,2.9144,2.84971,83.43,0.016175,0.920661
QUTFIW,4.5372,8.6265,4.0893,0.30829,-48.52,0.279192,0.380685
QUZWAL,-2.2364,-0.5172,1.7192,10.2148,27.45,0.005265,1.95511
RABJOX,-3.6116,0.296,3.9076,6.7698,50.32,-0.088057,0.328675
RABLAL,-8.6518,-5.7236,2.9282,2.08205,53.62,-0.01523,0.784353
RABVOG,-4.4332,-1.3575,3.0757,5.17742,60.39,-0.195218,0.771761
RACNIV,-5.2802,-2.3539,2.9263,2.43261,-25.23,0.219688,0.664975
RADLEO,-4.8291,-2.3033,2.5258,13.09244,44.46,0.01626,0.753089
RADSEU,-10.3334,-5.7321,4.6013,2.47669,108.6,0.053398,0.218024
RAFLIV,-4.4699,-2.7498,1.7201,3.90326,-44.61,0.192913,1.396172
RAGLOD,-4.7995,-1.7637,3.0358,18.02721,-50.94,0.310719,0.598369
RAHXAB,-4.9032,-3.1835,1.7197,14.46489,-52.81,0.190428,0.963653
RAKTAA,-5.3562,-3.4382,1.918,5.02545,-26.38,0.336196,1.21142
RALNUO,-4.3606,-2.0035,2.3571,4.19693,-4.8,0.223291,1.248071
RANJIA,-7.9216,-5.69,2.2316,6.6567,-50.22,0.078643,1.234466
RAPJAT,-5.048,-1.7754,3.2726,0.00165,-45.81,0.163846,0.41206
RARMIG,-5.3458,-1.368,3.9778,3.14115,102.84,0.051352,0.381896
RATBIY,-5.0536,-2.3786,2.675,1.63592,-26.33,0.194263,1.028365
RATCAR,-3.9851,-1.8335,2.1516,5.28008,-19.03,0.289363,1.581897
RATDIZ,-14.4624,-10.0314,4.431,3.80477,80.67,0.15158,0.213975
RATDOF,-13.8896,-9.3344,4.5552,3.7576,77.66,0.118252,0.198363
RAVYIX,-8.0009,-5.2899,2.711,10.3697,-40.3,0.234574,0.772814
RAWPUB,-4.6444,-2.5089,2.1355,16.68863,29.75,-0.033272,1.089592
RAWRUF,-4.591,-3.5893,1.0017,17.49145,-20.73,0.239323,1.654935
RAWTEO,-4.7604,-2.3873,2.3731,2.78958,-16.25,0.26093,0.66428
RAXMOT,-5.8493,-3.1745,2.6748,0,-19.41,0.198725,0.687421
RAXXUM,-6.8759,-4.076,2.7999,0,-10.33,0.248926,0.606445
REGBUA,-4.341,-1.7923,2.5487,8.93493,-51.64,0.070803,1.026662
REJDAN,-7.9238,-6.7644,1.1594,7.67471,8.99,0.242206,1.620967
REMMEB,-4.8092,-1.7327,3.0765,14.69339,-35.9,0.065989,0.751678
REMMOM,-5.1798,-3.0502,2.1296,10.22592,28.83,0.024224,1.0933
RENGAV,-3.8838,-0.9604,2.9234,6.38179,-49.68,0.152398,0.55536
RERCUP,-5.3429,-1.9045,3.4384,8.41128,114.45,-0.007487,0.486779
RETFOM,-5.2084,-2.4087,2.7997,2.98083,-10.43,0.204012,0.539672
RETGON,-9.0192,-5.7537,3.2655,12.45014,-40.78,0.111902,0.422469
REXCUS,-3.9514,-3.7363,0.2151,22.89983,-44.42,0.388559,1.235609
REXMIQ,-5.9413,-3.5067,2.4346,12.23102,-21,0.273567,0.595109
REXQAN,-4.7557,-0.9768,3.7789,6.71304,74.9,0.019911,0.762047
RIHLAY,-4.2441,-3.2672,0.9769,18.3295,-54.79,0.251404,1.164516
RIMDIA,-5.6947,-1.5967,4.098,8.32303,128.94,-0.050486,0.461909
RIPHEG,-4.1342,-1.5343,2.5999,4.26823,-47.76,0.22982,0.935455
RIPQAL,-5.3917,-2.5437,2.848,7.84715,23.6,0.134361,0.963311
RIPXIX,-5.7933,-3.5417,2.2516,14.17142,-17.25,0.332108,0.573896
RIQQAJ,-1.3526,2.1459,3.4985,6.33743,114.11,0.038094,0.511694
RIQQEN,-1.3605,2.2335,3.594,6.63437,113.99,0.036422,0.48483
RIQSAM,-8.3698,-4.8719,3.4979,7.73764,-37.43,0.099713,0.23477
RIRCIH,-12.8144,-10.1356,2.6788,1.93802,-19.55,0.205804,0.324583
RIRFAB,1.2908,3.6522,2.3614,0.04598,-54.92,0.022795,1.53394
RIRFEF,-4.5122,-1.9662,2.546,8.02298,-57.71,0.191325,1.112804
RIRFIJ,-1.159,1.2056,2.3646,14.87706,-48.75,0.039621,1.544664
RISNOZ,-4.7557,-2.7448,2.0109,3.8012,-18.35,0.337276,1.172604
RISQOC,-4.0631,-1.4088,2.6543,0.72672,26.6,-0.13363,0.830441
RISSIW,-5.4949,-2.3154,3.1795,4.67125,76.66,-0.039975,0.658953
RITTAR,-4.9872,-2.3267,2.6605,5.44957,-15.43,0.203688,0.557576
RITYOK,-11.2963,-8.55,2.7463,0.06651,-32.88,0.261002,0.771624
RIVWEA,-3.8893,-0.7052,3.1841,5.42527,-83.72,0.253872,0.601447
RIWXEA,-3.8239,-1.1436,2.6803,3.91683,-55.63,0.194351,0.574085
RIXROH,-4.8517,-1.9961,2.8556,5.95909,62.13,0.020628,0.835415
RIXTIC,-4.2087,-1.7426,2.4661,3.12132,43.96,-0.070041,0.923543
RIZGUF,-5.3413,-2.6808,2.6605,14.3407,-52.8,0.205853,0.561472
ROBXEM,1.2194,4.3425,3.1231,0.09955,-41.61,0.060574,0.645213
ROCCOB,-6.8523,-2.9898,3.8625,7.64207,115.63,-0.025254,0.428341
ROCDOC,-11.3077,-8.3988,2.9089,5.17885,32.79,-0.123484,0.643192
ROFKOO,-4.2981,-2.0129,2.2852,1.05373,-37.51,0.096016,1.813663
ROFKUV,-4.7918,-2.9188,1.873,11.51183,-63.38,0.153714,0.794353
ROFXAO,-4.4875,-2.1234,2.3641,5.19901,27.4,-0.036957,0.897486
ROKBUO,-4.9712,-0.8875,4.0837,8.24077,148.97,-0.058287,0.358137
ROKMOT,-4.58,-2.0294,2.5506,6.26482,84.59,0.072316,0.567842
ROLQUE,-4.8707,-1.8175,3.0532,2.8515,40.79,0.020737,1.227813
ROLXIZ,-8.2331,-4.9145,3.3186,1.46803,45.1,-0.084108,0.721511
ROMSUI,-5.3586,-3.3272,2.0314,9.96113,-58.99,0.409624,0.914639
RONREU,-5.6996,-2.8044,2.8952,6.08167,-26.84,0.124404,0.725578
ROPBIH,-4.8061,-3.3598,1.4463,18.53169,-66.76,0.235015,1.017786
ROPBON,-10.9019,-8.3303,2.5716,1.16341,-54.53,0.265829,0.700762
RORXUR,-3.7648,-1.0345,2.7303,0,15.07,0.046832,0.550382
ROYGUJ,-4.4701,-2.3441,2.126,9.23376,-40.05,0.299608,0.607868
RUHGUW,-4.7504,-1.3783,3.3721,1.00E-05,-14.44,0.142392,0.620489
RUHHOS,-7.8173,-5.2619,2.5554,1.00E-05,-29.91,0.0636,0.639992
RUHMAI,-9.3489,-7.1358,2.2131,9.6936,-8.98,0.339166,0.513343
RUHRIV,-10.7258,-7.4439,3.2819,0.22533,-50.09,0.175306,0.644457
RUJSOE,-5.4685,-2.5882,2.8803,4.70101,-6.82,0.173963,0.466921
RUJSUK,-12.0187,-9.3732,2.6455,1.31703,-5.16,0.236219,0.3247
RUKLAK,-4.0064,-0.4272,3.5792,12.61733,96.94,0.006928,0.52799
RULVEA,-5.3358,-3.1684,2.1674,13.24993,-42.8,0.325991,0.97446
RUMGUB,-4.7544,-1.6879,3.0665,1.00E-05,24.77,-0.041312,0.911376
RUMHAI,-4.5115,-2.1507,2.3608,5.5242,23.01,-0.055266,1.281397
RUMNUK,-6.1146,-3.5918,2.5228,0.20897,-47.82,0.481626,0.870211
RUMRAU,8.9922,12.8085,3.8163,0.26237,-29.97,0.203405,0.138054
RUMZOP,-4.4462,-1.734,2.7122,8.36334,-56.74,0.156389,0.69191
RUTMAV,-1.8525,0.0244,1.8769,5.28904,42.7,-0.037457,1.699598
RUTRUT,-5.3112,-2.7814,2.5298,9.16031,-21.28,0.069366,0.900167
RUWKEA,-4.5875,-1.8561,2.7314,6.24783,-62.48,0.17355,0.921745
RUWSAG,-4.3521,-1.0844,3.2677,2.16218,-61.75,0.110721,0.599902
RUWSOU,-4.1655,-0.9556,3.2099,4.67492,-61.51,0.103418,0.655525
RUXYER,-4.8591,-0.9193,3.9398,15.50314,48.55,-0.025016,0.456001
SABDAB,-4.191,-3.3456,0.8454,5.58741,-41.05,0.180362,2.460219
SADRAU,-4.96,-1.5233,3.4367,10.37848,103.52,-0.000173,0.65421
SAFTEZ,-4.5209,-2.415,2.1059,17.32341,-57.77,0.233803,0.791051
SAFTID,-4.535,-2.0843,2.4507,18.56204,-57.18,0.235428,0.699567
SAFTOJ,-4.3393,-2.0181,2.3212,20.73101,-56.9,0.235202,0.643808
SAFTUP,-4.5579,-2.3447,2.2132,17.51243,-61.62,0.239171,0.78507
SAFVAX,-5.038,-2.8051,2.2329,15.58364,-69.7,0.218838,0.795271
SAGCAF,-6.1535,-3.7076,2.4459,16.96645,66.71,0.141371,1.193436
SAGFUB,-5.0624,-2.2305,2.8319,2.00E-05,85.52,-0.027409,1.251046
SAHHAN,-1.4774,0.9762,2.4536,10.91272,-28.99,0.122622,0.816072
