refcode,total_charge,multiplicity,n_atoms,n_elecs,HOMO,LUMO,gap,dipole_moment_Debye,Dispersion_E,Metal_q,Polarizability
BONSON,0,1,153,568,-0.17479,-0.0499,0.12489,0.0016,-0.28289,-0.19282,772.841432
BONSUT,0,1,151,588,-0.1633,-0.03677,0.12653,0.0239,-0.280177,-0.18827,810.869787
BONTAA,0,1,187,680,-0.18323,-0.07553,0.1077,0.0472,-0.3411,-0.19576,952.129676
BONTEE,0,1,137,560,-0.18339,-0.07806,0.10533,0.9699,-0.239154,-0.20003,737.375538
BONTII,0,1,167,652,-0.16607,-0.07321,0.09286,3.5709,-0.310511,-0.20142,889.664616
BORDAP,1,1,59,346,-0.30093,-0.19764,0.10329,12.0792,-0.132574,0.37817,386.9863
BORDEU,0,1,185,732,-0.16928,-0.09275,0.07653,4.5523,-0.33065,0.46376,960.387698
BORFUM,0,1,47,310,-0.18749,-0.10994,0.07755,12.8655,-0.093357,-0.77589,362.277201
BOSXOX,1,1,52,314,-0.32174,-0.2146,0.10714,10.0258,-0.109401,-0.63631,375.719363
BOSYUF,1,1,94,408,-0.27427,-0.17364,0.10063,3.0969,-0.238892,0.34187,602.969618
BOTXUF,0,1,44,234,-0.18967,-0.09131,0.09836,13.2191,-0.0859,0.94103,301.877056
BOTZUI,0,1,34,300,-0.21612,-0.07682,0.1393,9.5211,-0.062784,0.18303,241.007459
BOVCEX,0,1,52,308,-0.21193,-0.0477,0.16423,9.6683,-0.10315,0.155,306.878816
BOVCOG,0,1,73,410,-0.17045,-0.07833,0.09212,1.4817,-0.169956,0.47195,510.583324
BOVCUM,0,1,55,342,-0.17312,-0.06688,0.10624,0.9628,-0.124287,0.48753,407.772378
BOVCUN,0,1,115,644,-0.21061,-0.04212,0.16849,10.812,-0.199741,0.1488,576.248603
BOVFUO,0,1,52,224,-0.15846,-0.06602,0.09244,7.3795,-0.08319,0.74386,289.509199
BOYXUK,0,1,100,584,-0.2099,-0.09676,0.11314,12.65,-0.260538,0.426,655.866031
BOYZOF,0,1,99,422,-0.18511,-0.09596,0.08915,0.0018,-0.200898,1.26252,609.438341
BOZVIX,0,1,102,600,-0.19488,-0.08411,0.11077,0.7793,-0.250647,0.44339,664.801972
BOZVUJ,0,1,90,472,-0.17865,-0.06588,0.11277,4.8377,-0.233612,0.45194,604.518401
BPYCPT,0,1,23,194,-0.1979,-0.11634,0.08156,11.8815,-0.045005,0.35231,185.04311
BUBFUB,0,1,47,248,-0.21427,-0.11948,0.09479,6.6092,-0.092772,0.99995,297.803786
BUBKIT,1,1,61,310,-0.30945,-0.19339,0.11606,3.3875,-0.114376,0.3093,379.041538
BUBKOZ,1,1,61,310,-0.30946,-0.19413,0.11533,2.984,-0.113263,0.31163,379.054095
BUCGOX,0,1,31,230,-0.20567,-0.12098,0.08469,8.7378,-0.069241,0.30743,249.859749
BUDCAF,0,1,29,162,-0.21643,-0.10817,0.10826,10.0853,-0.052685,0.91807,195.228065
BUFMUM,0,1,85,416,-0.17641,-0.06225,0.11416,12.3102,-0.165989,0.42032,511.643315
BUFXEH,0,1,63,324,-0.1994,-0.04295,0.15645,8.821,-0.141027,0.12803,393.63969
BUFZIN,0,1,74,378,-0.16886,-0.10972,0.05914,4.8707,-0.137553,0.85838,475.08378
BUGDIS,0,1,62,330,-0.19669,-0.1108,0.08589,5.2642,-0.111796,0.85944,403.095373
BUJJEW,0,1,53,240,-0.18403,-0.13434,0.04969,0.3672,-0.107553,-0.01951,316.694354
BUJLOJ,0,1,51,254,-0.2087,-0.13188,0.07682,10.8932,-0.099319,0.92413,337.942713
BUJLUP,0,1,57,270,-0.20708,-0.13093,0.07615,10.9918,-0.10823,0.92853,361.003851
BUJMAW,0,1,63,286,-0.21524,-0.13218,0.08306,11.4539,-0.127613,0.96131,384.100162
BUJMIE,0,1,51,254,-0.20905,-0.13181,0.07724,10.8697,-0.099353,0.92401,337.944319
BUJNAX,0,1,57,270,-0.2088,-0.13105,0.07775,10.7346,-0.108425,0.92482,360.995254
BUJNEB,0,1,57,270,-0.20835,-0.13106,0.07729,10.78,-0.108401,0.925,360.992288
BUJNIF,0,1,57,270,-0.20853,-0.13103,0.0775,10.7661,-0.108417,0.92498,360.996205
BULJEY,0,1,75,370,-0.17549,-0.12197,0.05352,9.8894,-0.126647,0.42656,482.115861
BULJIC,0,1,75,370,-0.1765,-0.12195,0.05455,9.5601,-0.128382,0.427,482.114182
BULJUO,0,1,75,370,-0.17652,-0.12196,0.05456,9.5806,-0.12808,0.42693,482.116581
BUNJUR,1,1,75,418,-0.28878,-0.19922,0.08956,13.0805,-0.169617,0.39288,492.926109
BUSZAS,0,1,74,396,-0.18272,-0.06212,0.1206,6.486,-0.164464,0.18151,468.189149
BUSZEW,0,1,74,404,-0.18595,-0.06451,0.12144,7.2676,-0.164721,0.18052,468.447078
BUXVOG,0,1,120,520,-0.17392,-0.09547,0.07845,3.104,-0.220775,0.77744,735.457814
BUZGOU,0,1,84,326,-0.14419,-0.03579,0.1084,1.6061,-0.167086,-0.50104,402.529052
BUZHAH,0,1,88,436,-0.19628,-0.05662,0.13966,1.7233,-0.206045,-0.27779,473.19207
BUZHEL,0,1,98,442,-0.18788,-0.0609,0.12698,1.9823,-0.232062,-0.26167,516.967459
BUZTAR,0,1,35,234,-0.18127,-0.08201,0.09926,8.0821,-0.069327,-0.54648,270.343048
CACGIY,1,1,37,166,-0.34405,-0.14758,0.19647,0.665,-0.051592,0.43401,198.228163
CADYIS,0,1,81,522,-0.20394,-0.10563,0.09831,10.2024,-0.17716,0.40493,516.919859
CAHSIN,0,1,119,512,-0.15815,-0.04682,0.11133,5.2776,-0.290091,-0.8457,747.37664
CALTER,0,1,108,474,-0.1588,-0.05559,0.10321,4.6884,-0.276371,-0.83528,696.999563
CAMHEG,1,1,66,326,-0.29008,-0.18193,0.10815,5.5801,-0.121527,0.17958,400.3281
CAPLEN,1,1,96,420,-0.27266,-0.17178,0.10088,2.8715,-0.245545,0.33032,620.335849
CAPZAV,1,1,90,404,-0.27729,-0.17769,0.0996,3.6822,-0.229189,0.30752,597.444937
CAPZID,1,1,96,420,-0.27274,-0.17168,0.10106,2.8741,-0.245389,0.33022,620.335323
CAQDEF,1,1,129,526,-0.27478,-0.19504,0.07974,2.342,-0.313982,0.30384,792.704726
CAQJOU,0,1,141,596,-0.16571,-0.0402,0.12551,0.0117,-0.322558,-0.18797,835.763151
CAQRET,1,1,50,266,-0.2575,-0.18909,0.06841,10.4508,-0.111264,0.08152,332.435246
CAQSAR,0,1,77,462,-0.20623,-0.10854,0.09769,0.0167,-0.166621,0.67041,520.408327
CAQSEV,0,1,89,526,-0.20858,-0.11086,0.09772,0.0067,-0.183747,0.66927,577.229443
CARBUU,1,1,97,398,-0.27944,-0.169,0.11044,6.1434,-0.200015,0.46771,543.774871
CARCAB,0,1,50,272,-0.19003,-0.09012,0.09991,10.5398,-0.095019,0.18966,304.688912
CARCEF,0,1,50,290,-0.18421,-0.09118,0.09303,10.8613,-0.095573,0.16119,311.160793
CARCIJ,0,1,52,360,-0.20364,-0.10323,0.10041,11.3535,-0.115101,0.32088,353.543994
CARDAC,1,1,99,500,-0.30648,-0.19396,0.11252,7.4744,-0.232609,0.44037,585.707224
CASNOC,0,1,79,330,-0.17385,-0.07961,0.09424,1.6167,-0.143019,1.25741,428.857419
CATKOA,0,1,53,298,-0.18302,-0.09102,0.092,11.0796,-0.100727,-0.79284,352.530448
CATLOB,0,1,31,226,-0.18153,-0.09148,0.09005,11.5273,-0.058079,-0.79467,243.430044
CATSIC,1,1,74,340,-0.31536,-0.204,0.11136,4.625,-0.139696,0.83565,412.523711
CAVBOR,0,1,99,504,-0.20015,-0.09568,0.10447,0.0114,-0.232107,-0.17012,665.755748
CEBMAZ,0,1,108,472,-0.18185,-0.09525,0.0866,2.2488,-0.223704,1.26384,665.465119
CEBYAK,1,1,37,252,-0.34293,-0.22565,0.11728,9.2606,-0.085119,-0.94059,303.993987
CEDQEI,0,1,73,360,-0.19536,-0.09775,0.09761,9.5205,-0.139874,0.94329,467.590385
CEFYUK,0,1,97,442,-0.17499,-0.10585,0.06914,9.0449,-0.177622,0.4487,584.467717
CEFZAR,0,1,124,562,-0.17668,-0.10694,0.06974,8.7829,-0.228734,0.44807,758.36962
CEFZOF,0,1,38,202,-0.20706,-0.08917,0.11789,6.7847,-0.060898,1.25815,222.139417
CEFZUL,0,1,38,184,-0.19913,-0.09614,0.10299,7.4724,-0.059119,1.1639,217.021936
CEGBAU,1,1,48,274,-0.29487,-0.19334,0.10153,4.485,-0.086722,1.10718,298.010878
CEGBOI,0,1,55,274,-0.18905,-0.07214,0.11691,4.6629,-0.107182,1.21961,334.046873
CEGBUO,0,1,35,224,-0.1727,-0.09194,0.08076,7.723,-0.05418,1.11043,212.210715
CEHGIG,0,1,79,388,-0.18362,-0.06273,0.12089,4.6257,-0.15046,0.47742,442.256646
CEHGOM,0,1,78,398,-0.19138,-0.07483,0.11655,5.7186,-0.157832,0.43935,454.449335
CEJJAE,1,1,155,660,-0.25911,-0.16929,0.08982,10.5126,-0.388944,0.31298,994.043382
CEKBUR,0,1,52,304,-0.18414,-0.08198,0.10216,1.6525,-0.111199,0.53237,349.339972
CEKCAY,0,1,46,262,-0.17868,-0.07669,0.10199,1.7647,-0.090698,0.53014,308.651776
CEKCEC,0,1,52,288,-0.17805,-0.07797,0.10008,2.13,-0.109874,0.51857,348.664379
CEKCIG,0,1,45,246,-0.17506,-0.07498,0.10008,2.3097,-0.082513,0.52226,280.92984
CEKCOM,0,1,52,288,-0.17902,-0.07741,0.10161,2.0993,-0.104278,0.52667,348.628888
CEMBAA,0,1,47,276,-0.20762,-0.13314,0.07448,6.1583,-0.0909,1.21687,298.464578
CEMBEE,0,1,48,262,-0.20291,-0.1186,0.08431,5.1394,-0.091076,1.2023,295.815988
CEMBUU,0,1,55,268,-0.21566,-0.11946,0.0962,5.636,-0.105092,0.9553,327.949147
CEMTIZ,0,1,105,452,-0.2023,-0.09334,0.10896,10.2715,-0.253338,0.47469,619.097121
CEPCAD,0,1,53,320,-0.2177,-0.09205,0.12565,9.6058,-0.106308,0.49168,344.738395
CEPDEI,0,1,51,286,-0.21032,-0.08132,0.129,7.4221,-0.089525,0.18112,315.417737
CEPKAM,0,1,101,486,-0.19524,-0.10295,0.09229,0.0256,-0.196414,0.63379,634.687973
CEQFEM,0,1,83,380,-0.15229,-0.07262,0.07967,0.0092,-0.178108,0.64275,466.960912
CEQFIQ,0,1,51,420,-0.17738,-0.08423,0.09315,0.0008,-0.127749,0.56321,411.569856
CEQFOW,0,1,63,316,-0.17722,-0.07703,0.10019,0.0002,-0.125419,0.63842,381.891754
CEQGAJ,0,1,87,380,-0.17803,-0.07806,0.09997,0.0053,-0.174587,0.63514,475.171135
CEQGIR,0,1,63,336,-0.17389,-0.08351,0.09038,0.0334,-0.138766,0.64369,415.689004
CEQZOP,0,1,95,492,-0.1966,-0.07161,0.12499,7.6615,-0.259784,-0.31565,626.904545
CEQZUV,0,1,89,450,-0.18275,-0.05667,0.12608,4.4896,-0.241271,-0.60976,586.877819
CERBAE,0,1,70,394,-0.1892,-0.0721,0.1171,3.1664,-0.182041,-0.27127,472.105547
CETYAC,0,1,50,324,-0.20975,-0.10856,0.10119,10.0139,-0.101904,0.77432,354.587301
CEVFEP,1,1,86,428,-0.28039,-0.18744,0.09295,5.9186,-0.193224,0.24048,572.048045
CEVNUO,0,1,115,548,-0.21572,-0.15955,0.05617,0.0102,-0.26128,-0.15097,719.077978
CEVPAW,0,1,95,468,-0.23983,-0.14994,0.08989,1.4965,-0.220665,-0.13343,594.039922
CEVPEA,0,1,131,596,-0.19922,-0.14811,0.05111,0.0778,-0.286081,-0.14478,784.031569
CEXYOV,1,1,51,272,-0.29991,-0.2035,0.09641,6.5555,-0.09043,0.45115,310.449229
CEYWEK,1,1,79,368,-0.27498,-0.16726,0.10772,8.2091,-0.19923,-0.12737,500.463232
CEZVEJ,0,1,40,228,-0.20184,-0.03561,0.16623,10.9977,-0.066403,0.14221,233.84588
CIBXOD,1,1,88,410,-0.28566,-0.16968,0.11598,3.7065,-0.217337,0.45349,585.458127
CICLEI,0,1,166,696,-0.16263,-0.06309,0.09954,1.9783,-0.428013,-1.40732,1027.709166
CICLIM,0,1,166,696,-0.16604,-0.06244,0.1036,1.7033,-0.43177,-1.43225,1027.635715
CIDDAX,1,1,72,412,-0.30028,-0.20672,0.09356,10.0857,-0.174483,0.36046,472.960948
CIDDEB,1,1,73,420,-0.30356,-0.21479,0.08877,8.4344,-0.177965,0.36773,478.006734
CIFZEZ,0,1,134,584,-0.15526,-0.04162,0.11364,0.8008,-0.37117,-1.42988,851.793039
CIGKOV,1,1,103,492,-0.2955,-0.18956,0.10594,14.2181,-0.232697,0.36356,609.858288
CIGNUE,0,1,143,618,-0.17237,-0.05322,0.11915,0.0056,-0.376715,-1.61103,923.711079
CIGVAR,0,1,64,270,-0.14593,-0.06297,0.08296,5.2217,-0.12356,0.67936,364.40489
CIGVEV,0,1,62,366,-0.16298,-0.08281,0.08017,6.3242,-0.130008,0.67443,416.22819
CIGVIZ,0,1,62,294,-0.16083,-0.08065,0.08018,5.9086,-0.125066,0.67449,379.824396
CIGVOF,0,1,62,262,-0.15228,-0.06831,0.08397,3.6936,-0.117933,0.67152,355.420946
CIGYAT,0,1,77,398,-0.18584,-0.12359,0.06225,11.0328,-0.140223,0.42628,509.124804
CIKQOE,0,1,87,424,-0.16646,-0.0748,0.09166,1.9109,-0.187281,0.46973,553.211221
CILTOJ,1,1,137,586,-0.24164,-0.13806,0.10358,4.5588,-0.342987,0.46762,847.279356
CINRIC,0,1,67,386,-0.18979,-0.07856,0.11123,5.7001,-0.147317,0.40602,446.079978
CIQJAQ,0,1,41,252,-0.20123,-0.0808,0.12043,9.8418,-0.077285,0.17973,280.081322
CIQVAB,1,1,59,314,-0.29062,-0.18418,0.10644,5.7964,-0.130657,0.38935,384.849114
CIRRIG,0,1,201,708,-0.17618,-0.04785,0.12833,0.0158,-0.327942,0.05053,941.896033
CIRRUS,0,1,201,692,-0.17168,-0.04543,0.12625,0.0007,-0.346598,0.04888,941.713658
CITDEQ,0,1,107,396,-0.1801,-0.0731,0.107,6.5109,-0.18591,1.17801,542.270365
CITTEG,0,1,81,404,-0.20767,-0.09323,0.11444,0.3324,-0.170183,0.97947,530.47752
CIXGIA,0,1,43,306,-0.1837,-0.10686,0.07684,12.6829,-0.09021,-0.82266,346.127014
CIXSOU,0,1,79,428,-0.16987,-0.0731,0.09677,3.4736,-0.193711,0.26135,550.953501
CIXSUA,0,1,100,626,-0.17828,-0.08546,0.09282,2.3614,-0.252012,0.26402,760.447462
CIYKOM,1,1,65,340,-0.27926,-0.19862,0.08064,8.9756,-0.146,0.3844,424.493394
CIYKUS,1,1,65,340,-0.27935,-0.19869,0.08066,8.9593,-0.145921,0.38465,424.497467
CIYLAZ,1,1,65,340,-0.27933,-0.19862,0.08071,8.9727,-0.145967,0.38416,424.49461
CODQAN,0,1,47,266,-0.1797,-0.11423,0.06547,11.3735,-0.081716,0.42139,322.855214
CODRET,0,1,45,262,-0.21989,-0.14459,0.0753,8.4071,-0.094577,0.90134,331.641988
COFWOL,1,1,52,310,-0.30266,-0.21947,0.08319,9.0882,-0.104275,-0.63611,367.777603
COFWUR,1,1,52,318,-0.30116,-0.23214,0.06902,11.5997,-0.106673,-0.63291,379.674509
COFXAY,1,1,52,336,-0.29867,-0.21987,0.0788,9.8072,-0.107363,-0.63572,386.232976
COFXEC,1,1,52,354,-0.31643,-0.22148,0.09495,5.8437,-0.114454,-0.63285,397.860947
COFXOM,1,1,52,336,-0.31295,-0.22524,0.08771,9.7166,-0.109354,-0.63383,386.086423
COGCIL,0,1,62,326,-0.17263,-0.06442,0.10821,6.4879,-0.130055,0.44122,392.778677
COGDOT,0,1,123,568,-0.174,-0.05875,0.11525,0.0412,-0.245763,-0.19007,776.158137
COGMAP,0,1,62,350,-0.18328,-0.0688,0.11448,6.349,-0.1294,0.44014,393.810691
COHJIT,0,1,59,312,-0.194,-0.09846,0.09554,11.999,-0.100371,0.54501,351.822601
COJWUV,0,1,71,346,-0.19095,-0.10636,0.08459,9.2977,-0.133694,0.38349,426.112062
COKGAN,0,1,57,334,-0.18498,-0.08479,0.10019,3.3534,-0.123593,0.43302,375.268459
COKGER,0,1,55,342,-0.20001,-0.08028,0.11973,4.4372,-0.121954,0.44046,366.423302
COKGIV,0,1,57,366,-0.20142,-0.09604,0.10538,3.1511,-0.12493,0.43861,377.06546
COKGOB,0,1,54,310,-0.18267,-0.07436,0.10831,4.5289,-0.11851,0.43555,360.513819
COLPEY,0,1,53,224,-0.1559,-0.06934,0.08656,3.5672,-0.09674,0.74029,306.522454
COLQIG,0,1,83,370,-0.17629,-0.07538,0.10091,8.3706,-0.168199,0.14294,447.512837
COMHUJ,0,1,89,462,-0.19476,-0.12911,0.06565,13.1598,-0.188075,0.34672,582.766207
COMNAV,1,1,105,466,-0.26295,-0.18822,0.07473,1.8711,-0.268865,0.34135,687.689231
COMNOI,1,1,97,436,-0.26424,-0.1894,0.07484,6.1412,-0.18489,-0.69105,593.554828
CORTIP,0,1,43,362,-0.18677,-0.11702,0.06975,13.7962,-0.074858,0.08231,306.020014
COSJEB,0,1,59,296,-0.18853,-0.13367,0.05486,13.4221,-0.112118,0.3551,380.502445
COSQOQ,0,1,205,732,-0.17994,-0.09112,0.08882,0.2235,-0.426465,0.74991,966.300601
COSSOU,1,1,71,316,-0.26539,-0.1829,0.08249,5.7726,-0.157139,-0.22229,405.279211
COWYIX,0,1,58,318,-0.17987,-0.07064,0.10923,5.0503,-0.123887,0.43568,376.323875
COXDUQ,0,1,71,482,-0.22795,-0.10526,0.12269,10.2235,-0.180515,0.55976,473.917104
COXFAY,0,1,71,482,-0.23388,-0.09798,0.1359,7.6997,-0.172007,0.57401,473.736437
COYVET,0,1,72,346,-0.19487,-0.09969,0.09518,11.3597,-0.13869,0.94203,480.626128
CUBDOT,0,1,64,328,-0.18189,-0.09018,0.09171,8.2545,-0.148223,0.56694,411.890215
CUDBOU,0,1,37,212,-0.20024,-0.13055,0.06969,3.4287,-0.072338,0.32665,265.740573
CUDBUA,0,1,37,230,-0.19283,-0.13081,0.06202,4.6016,-0.074186,0.27408,272.164225
CUDCAH,0,1,37,248,-0.18609,-0.13182,0.05427,4.8674,-0.076465,0.21801,283.936833
CUDQOJ,0,1,43,226,-0.19101,-0.12415,0.06686,2.2253,-0.081087,0.52958,284.13919
CUFKEV,0,1,50,276,-0.19601,-0.10486,0.09115,1.2239,-0.085749,0.57874,305.459674
CUFKIZ,0,1,47,282,-0.20028,-0.1089,0.09138,3.4202,-0.090681,0.15761,306.788157
CUJHAS,0,1,41,246,-0.20912,-0.08843,0.12069,10.7765,-0.064878,0.18464,253.025771
CUJHEW,0,1,63,338,-0.20555,-0.09639,0.10916,10.9826,-0.114787,0.17297,395.58467
CUJVOU,0,1,65,344,-0.2129,-0.09467,0.11823,11.2022,-0.10664,0.19143,385.966133
CUMBIX,1,1,45,198,-0.32365,-0.13554,0.18811,2.9594,-0.06393,0.42798,231.838013
CUMTUB,0,1,68,368,-0.18209,-0.09097,0.09112,1.955,-0.166529,0.0655,478.119517
CUPTUE,0,1,87,390,-0.16091,-0.07449,0.08642,5.8831,-0.22235,0.21936,581.600666
CUTQIS,1,1,57,272,-0.31983,-0.22338,0.09645,6.9501,-0.110881,1.13084,327.774805
CUWSOE,0,1,106,502,-0.1723,-0.09563,0.07667,4.2116,-0.285251,-0.9624,716.53727
CUXYEB,0,1,75,334,-0.19114,-0.1186,0.07254,9.0906,-0.18034,0.32891,446.679409
DACGOF,0,1,37,300,-0.19389,-0.12001,0.07388,6.8177,-0.077792,-0.82276,299.861279
DACHAS,0,1,37,276,-0.18746,-0.11143,0.07603,10.1797,-0.076739,-0.82244,295.720963
DACRAB,1,1,81,376,-0.26453,-0.21047,0.05406,13.4344,-0.142781,0.59611,464.610774
DADFAS,0,1,97,476,-0.16624,-0.05878,0.10746,2.026,-0.206992,0.46558,628.522541
DADLAX,0,1,46,364,-0.1776,-0.11206,0.06554,9.2392,-0.11454,-0.78678,432.078924
DADXOW,0,1,32,146,-0.13408,-0.04462,0.08946,9.995,-0.059518,0.27363,185.376787
DAGBET,0,1,47,242,-0.21693,-0.11552,0.10141,9.9403,-0.086151,0.9134,311.397441
DAGCAS,0,1,97,418,-0.18737,-0.07517,0.1122,2.6505,-0.190752,0.57483,538.210733
DAGCIA,0,1,94,420,-0.19095,-0.07454,0.11641,2.5482,-0.187641,0.59121,535.354131
DAGHUP,1,1,48,290,-0.33342,-0.23819,0.09523,6.5952,-0.096523,-0.63569,337.102004
DAGNUX,0,1,38,246,-0.18136,-0.08393,0.09743,6.4302,-0.072472,0.42921,264.26498
DAGSUC,0,1,98,446,-0.18145,-0.09428,0.08717,2.0037,-0.216792,1.25552,621.15209
DAKGON,0,1,66,350,-0.17272,-0.05582,0.1169,7.1887,-0.142343,0.0861,408.318015
DAKGUT,0,1,72,350,-0.16224,-0.04983,0.11241,5.5489,-0.150239,0.08386,430.942497
DAKHAA,0,1,73,360,-0.16314,-0.06433,0.09881,2.6246,-0.15691,0.08449,452.314489
DALDOL,0,1,39,264,-0.1918,-0.10719,0.08461,7.5739,-0.082535,0.38122,301.721506
DANVAR,0,1,38,240,-0.19133,-0.08251,0.10882,1.9174,-0.069301,0.58855,261.497057
DANVEV,0,1,61,348,-0.17263,-0.07864,0.09399,2.6239,-0.130009,0.4695,422.6346
DAPJUC,1,1,84,390,-0.28761,-0.20837,0.07924,11.0861,-0.158036,-0.63285,492.422896
DAPXAW,1,1,54,218,-0.23586,-0.17862,0.05724,5.1235,-0.098399,0.76171,288.792692
DAPZAX,0,1,31,190,-0.1965,-0.10607,0.09043,11.3553,-0.062264,0.30685,224.328267
DAQCEG,1,1,53,218,-0.24394,-0.18811,0.05583,7.3512,-0.095136,0.76438,284.258589
DAQCIK,1,1,53,226,-0.24289,-0.18982,0.05307,7.4559,-0.102384,0.77256,299.464264
DAQLOY,0,1,70,324,-0.16198,-0.08594,0.07604,8.0695,-0.134721,0.43005,411.470001
DAQNEQ,0,1,50,274,-0.19252,-0.07448,0.11804,2.0684,-0.110291,0.46378,350.780266
DAQQET,0,1,175,738,-0.15676,-0.04927,0.10749,0.018,-0.448268,-1.61539,1079.154569
DAQWEA,0,1,83,476,-0.20284,-0.12849,0.07435,8.3017,-0.207113,0.74867,611.504961
DAQZEC,0,1,105,530,-0.19446,-0.04984,0.14462,5.7018,-0.294533,-0.73367,713.274188
DAQZIG,0,1,76,394,-0.19415,-0.06364,0.13051,8.057,-0.197112,-0.73852,504.269551
DAQZOM,0,1,106,536,-0.1941,-0.04416,0.14994,4.5955,-0.287191,-0.81016,710.824874
DARBAB,0,1,94,492,-0.18253,-0.06355,0.11898,10.4106,-0.269548,-0.61777,661.575297
DARTIC,0,1,36,230,-0.20208,-0.05087,0.15121,10.5737,-0.05689,0.1754,234.617628
DASFOU,0,1,55,346,-0.19016,-0.14229,0.04787,22.7026,-0.119268,-0.17267,410.242222
DASPOC,0,1,43,244,-0.17672,-0.08206,0.09466,5.9682,-0.090264,0.9112,325.56923
DAWWUW,0,1,67,338,-0.19883,-0.05977,0.13906,8.9558,-0.146096,0.16012,407.282072
DAXDOX,1,1,77,374,-0.27518,-0.1743,0.10088,0.0129,-0.14463,0.0525,431.740905
DAXDUD,1,1,39,242,-0.32462,-0.24632,0.0783,10.054,-0.071752,0.69174,241.968646
DAYHAM,1,1,89,386,-0.28853,-0.17999,0.10854,4.8018,-0.213286,0.26778,580.407627
DAYLIA,0,1,42,272,-0.18035,-0.10081,0.07954,8.2436,-0.092613,-0.77826,316.627479
DAYVEH,0,1,99,432,-0.15555,-0.06035,0.0952,6.9838,-0.241612,-0.66516,628.041256
DAZKIZ,0,1,87,400,-0.17068,-0.08889,0.08179,0.1241,-0.171622,0.6394,490.159753
DAZTII,1,1,50,292,-0.32136,-0.22912,0.09224,9.4448,-0.11,-0.64372,362.003241
DAZTOO,1,1,63,340,-0.31635,-0.22517,0.09118,8.3807,-0.133819,-0.64205,436.126423
DEBTOW,1,1,97,412,-0.28842,-0.17332,0.1151,1.2144,-0.233523,0.29011,604.112411
DEBVAK,1,1,88,412,-0.29573,-0.20312,0.09261,6.8296,-0.215816,0.28304,573.434907
DECKUU,0,1,42,320,-0.19642,-0.15098,0.04544,6.3856,-0.092895,-0.82324,346.790462
DECWOZ,1,1,99,492,-0.28103,-0.19113,0.0899,0.1804,-0.22089,0.3749,647.912601
DECWUF,1,1,99,524,-0.28851,-0.1977,0.09081,4.8611,-0.222431,0.37789,649.901814
DEDGUR,0,1,42,260,-0.19775,-0.09655,0.1012,4.1482,-0.083815,0.55479,293.807553
DEDHAY,0,1,42,260,-0.19774,-0.09655,0.10119,4.1276,-0.083823,0.55464,293.807783
DEFWAP,1,1,94,416,-0.2832,-0.14724,0.13596,1.6133,-0.237908,0.19563,623.648791
DEGQOX,0,1,147,556,-0.16042,-0.08845,0.07197,1.309,-0.324238,0.62134,794.159332
DEGSUD,0,1,91,322,-0.13699,-0.06693,0.07006,3.6962,-0.159766,0.74314,447.452458
DEGTAK,0,1,89,320,-0.15085,-0.088,0.06285,0.2361,-0.155856,0.75469,446.563525
DEHNIP,0,1,74,378,-0.16046,-0.11143,0.04903,8.7872,-0.136495,0.45855,475.480136
DEHVAP,0,1,121,488,-0.17641,-0.05698,0.11943,4.4934,-0.244434,1.19351,697.77341
DEHZAU,0,1,43,268,-0.23399,-0.11056,0.12343,9.6193,-0.070157,0.65062,249.679477
DEHZEY,0,1,43,268,-0.23398,-0.1104,0.12358,9.5689,-0.070093,0.6506,249.67787
DEJCUR,0,1,94,386,-0.17472,-0.10562,0.0691,11.8992,-0.181145,0.66386,518.383104
DEJZUQ,1,1,120,528,-0.26397,-0.16514,0.09883,2.7616,-0.301334,0.32808,772.548851
DEMSOG,0,1,169,702,-0.19887,-0.12283,0.07604,11.5754,-0.429743,0.31692,998.675193
DEPKUE,0,1,38,176,-0.17105,-0.07507,0.09598,5.4821,-0.062337,0.76084,233.427606
DESQEY,1,1,81,390,-0.27874,-0.22431,0.05443,7.6726,-0.158661,0.5506,491.497428
DEXBIS,0,1,82,402,-0.16955,-0.04739,0.12216,5.2781,-0.189777,-0.18664,542.41617
DEXMUR,0,1,94,464,-0.17972,-0.08662,0.0931,8.1925,-0.213151,0.18388,595.674722
DEYTEJ,0,1,83,412,-0.18291,-0.10796,0.07495,1.5657,-0.184085,0.46947,521.49958
DIBFAY,0,1,38,254,-0.18887,-0.09267,0.0962,10.3789,-0.070097,-0.74636,273.503934
DICQUE,0,1,64,374,-0.19459,-0.08544,0.10915,6.8984,-0.138725,0.44201,424.306064
DICROZ,0,1,53,344,-0.16351,-0.12578,0.03773,12.0813,-0.11289,-0.18599,393.704958
DICWIX,0,1,110,520,-0.16517,-0.05721,0.10796,4.4484,-0.309996,0.07772,736.265975
DIDCUP,0,1,72,436,-0.19511,-0.08754,0.10757,1.3861,-0.156855,0.05115,487.120199
DIDHOO,0,1,87,416,-0.15517,-0.06393,0.09124,0.935,-0.172101,0.47103,528.001429
DIDHUU,0,1,51,274,-0.17333,-0.0734,0.09993,3.5388,-0.088213,0.57091,314.223752
DIDJAC,0,1,51,274,-0.18197,-0.06628,0.11569,1.4622,-0.088362,0.5733,314.206721
DIDPOY,0,1,109,474,-0.16695,-0.05791,0.10904,6.1737,-0.228881,0.41869,609.470076
DIDQAL,0,1,110,482,-0.16565,-0.05315,0.1125,5.3519,-0.230085,0.41833,614.417792
