idx,n_centers,rot633,rot589,rot355,rot589_sign,rot589_abs,rot633_sign,rot633_abs,rot355_sign,rot355_abs,point_group,is_point_group_chiral
055240,1,39.61,46.34,152.89,1.0,46.34,1.0,39.61,1.0,152.89,C1,True
051345,5,-100.41,-122.59,-943.1,-1.0,122.59,-1.0,100.41,-1.0,943.1,C1,True
126840,0,84.11,97.93,307.57,1.0,97.93,1.0,84.11,1.0,307.57,C1,True
023005,2,-74.07,-85.07,-179.94,-1.0,85.07,-1.0,74.07,-1.0,179.94,C1,True
007419,0,-133.47,-156.37,-536.85,-1.0,156.37,-1.0,133.47,-1.0,536.85,C1,True
050549,2,-273.81,-322.39,-1351.43,-1.0,322.39,-1.0,273.81,-1.0,1351.43,C1,True
112400,1,-4.12,-4.23,36.72,-1.0,4.23,-1.0,4.12,1.0,36.72,C1,True
020002,3,-158.5,-185.4,-650.31,-1.0,185.4,-1.0,158.5,-1.0,650.31,C1,True
070038,2,210.76,248.81,1000.3,1.0,248.81,1.0,210.76,1.0,1000.3,C1,True
017965,0,20.04,24.84,153.55,1.0,24.84,1.0,20.04,1.0,153.55,C1,True
115086,1,-180.88,-214.01,-844.67,-1.0,214.01,-1.0,180.88,-1.0,844.67,C1,True
017873,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cs,False
106570,2,-36.21,-42.62,-163.22,-1.0,42.62,-1.0,36.21,-1.0,163.22,C1,True
003255,3,-34.01,-39.63,-128.74,-1.0,39.63,-1.0,34.01,-1.0,128.74,C1,True
053574,1,-217.53,-253.2,-783.84,-1.0,253.2,-1.0,217.53,-1.0,783.84,C1,True
033065,0,-79.25,-92.28,-289.33,-1.0,92.28,-1.0,79.25,-1.0,289.33,C1,True
048095,1,81.19,89.52,200.2,1.0,89.52,1.0,81.19,1.0,200.2,C1,True
120586,2,-66.57,-77.59,-246.12,-1.0,77.59,-1.0,66.57,-1.0,246.12,C1,True
088127,2,74.56,87.49,306.11,1.0,87.49,1.0,74.56,1.0,306.11,C1,True
067933,3,161.45,190.49,797.53,1.0,190.49,1.0,161.45,1.0,797.53,C1,True
002465,3,103.2,120.97,412.76,1.0,120.97,1.0,103.2,1.0,412.76,C1,True
021298,0,0.01,0.01,0.03,1.0,0.01,1.0,0.01,1.0,0.03,Cs,False
011266,1,130.93,152.87,498.89,1.0,152.87,1.0,130.93,1.0,498.89,C1,True
035587,1,77.84,92.07,382.05,1.0,92.07,1.0,77.84,1.0,382.05,C1,True
045853,0,180.54,215.88,1091.82,1.0,215.88,1.0,180.54,1.0,1091.82,C1,True
132979,0,-0.05,-0.06,-0.3,-1.0,0.06,-1.0,0.05,-1.0,0.3,Cs,False
131861,0,-23.89,-27.88,-74.56,-1.0,27.88,-1.0,23.89,-1.0,74.56,C1,True
047995,2,13.27,15.76,106.27,1.0,15.76,1.0,13.27,1.0,106.27,C1,True
041629,4,-16.49,-19.77,-87.33,-1.0,19.77,-1.0,16.49,-1.0,87.33,C1,True
015709,2,-50.04,-57.93,-165.63,-1.0,57.93,-1.0,50.04,-1.0,165.63,C1,True
074342,1,137.12,158.43,33.53,1.0,158.43,1.0,137.12,1.0,33.53,C1,True
079687,5,-440.51,-527.51,-2699.87,-1.0,527.51,-1.0,440.51,-1.0,2699.87,C1,True
131731,0,1.07,1.24,3.42,1.0,1.24,1.0,1.07,1.0,3.42,C1,True
091463,3,82.79,96.01,281.14,1.0,96.01,1.0,82.79,1.0,281.14,C1,True
057098,2,-85.32,-99.24,-305.03,-1.0,99.24,-1.0,85.32,-1.0,305.03,C1,True
100170,1,103.33,125.59,895.22,1.0,125.59,1.0,103.33,1.0,895.22,C1,True
085601,1,206.49,246.13,1243.97,1.0,246.13,1.0,206.49,1.0,1243.97,C1,True
102713,1,-24.6,-29.86,-163.74,-1.0,29.86,-1.0,24.6,-1.0,163.74,C1,True
031285,0,231.21,270.53,910.21,1.0,270.53,1.0,231.21,1.0,910.21,C1,True
090253,4,-24.91,-28.5,-67.41,-1.0,28.5,-1.0,24.91,-1.0,67.41,C1,True
030221,1,-28.83,-34.18,-139.81,-1.0,34.18,-1.0,28.83,-1.0,139.81,C1,True
100186,2,-64.17,-78.1,-589.07,-1.0,78.1,-1.0,64.17,-1.0,589.07,C1,True
128333,0,41.2,48.92,204.48,1.0,48.92,1.0,41.2,1.0,204.48,C1,True
107372,2,-82.78,-98.79,-441.72,-1.0,98.79,-1.0,82.78,-1.0,441.72,C1,True
029099,0,55.99,65.6,218.09,1.0,65.6,1.0,55.99,1.0,218.09,C1,True
026804,0,-0.03,-0.04,-0.24,-1.0,0.04,-1.0,0.03,-1.0,0.24,Cs,False
013045,1,-180.65,-211.13,-703.73,-1.0,211.13,-1.0,180.65,-1.0,703.73,C1,True
010045,1,-123.86,-144.37,-457.66,-1.0,144.37,-1.0,123.86,-1.0,457.66,C1,True
121632,1,-12.06,-17.36,-296.73,-1.0,17.36,-1.0,12.06,-1.0,296.73,C1,True
006477,2,73.18,85.07,260.35,1.0,85.07,1.0,73.18,1.0,260.35,C1,True
131237,0,-101.17,-123.11,-921.36,-1.0,123.11,-1.0,101.17,-1.0,921.36,C1,True
116137,1,-82.25,-94.45,-219.99,-1.0,94.45,-1.0,82.25,-1.0,219.99,C1,True
109879,4,120.01,139.46,422.96,1.0,139.46,1.0,120.01,1.0,422.96,C1,True
030833,0,-67.34,-79.42,-310.1,-1.0,79.42,-1.0,67.34,-1.0,310.1,C1,True
032565,1,-147.6,-173.69,-636.94,-1.0,173.69,-1.0,147.6,-1.0,636.94,C1,True
015814,1,-40.01,-45.67,-89.11,-1.0,45.67,-1.0,40.01,-1.0,89.11,C1,True
107977,4,105.04,122.35,384.01,1.0,122.35,1.0,105.04,1.0,384.01,C1,True
132618,0,97.2,117.4,691.87,1.0,117.4,1.0,97.2,1.0,691.87,C1,True
033243,0,-1.33,-1.56,-5.22,-1.0,1.56,-1.0,1.33,-1.0,5.22,C1,True
004291,0,0.01,0.01,0.07,1.0,0.01,1.0,0.01,1.0,0.07,Cs,False
121026,2,-56.37,-65.86,-213.59,-1.0,65.86,-1.0,56.37,-1.0,213.59,C1,True
073455,4,17.9,21.08,75.58,1.0,21.08,1.0,17.9,1.0,75.58,C1,True
101263,3,162.28,189.23,604.82,1.0,189.23,1.0,162.28,1.0,604.82,C1,True
023696,0,-0.01,-0.01,-0.06,-1.0,0.01,-1.0,0.01,-1.0,0.06,Cs,False
095358,2,-72.25,-85.57,-346.44,-1.0,85.57,-1.0,72.25,-1.0,346.44,C1,True
063520,0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.0,0.01,Cs,False
103137,2,9.98,10.11,-55.33,1.0,10.11,1.0,9.98,-1.0,55.33,C1,True
095932,2,32.34,37.56,113.27,1.0,37.56,1.0,32.34,1.0,113.27,C1,True
118410,1,98.29,114.99,386.8,1.0,114.99,1.0,98.29,1.0,386.8,C1,True
092679,2,-40.2,-47.19,-166.27,-1.0,47.19,-1.0,40.2,-1.0,166.27,C1,True
108805,0,-46.17,-55.11,-266.42,-1.0,55.11,-1.0,46.17,-1.0,266.42,C1,True
058566,3,30.67,36.02,126.35,1.0,36.02,1.0,30.67,1.0,126.35,C1,True
045368,2,6.29,7.28,20.71,1.0,7.28,1.0,6.29,1.0,20.71,C1,True
085657,2,-160.43,-192.13,-1087.74,-1.0,192.13,-1.0,160.43,-1.0,1087.74,C1,True
015563,1,-52.9,-64.31,-364.36,-1.0,64.31,-1.0,52.9,-1.0,364.36,C1,True
045854,1,147.09,174.71,803.66,1.0,174.71,1.0,147.09,1.0,803.66,C1,True
044853,4,-193.92,-231.78,-1263.3,-1.0,231.78,-1.0,193.92,-1.0,1263.3,C1,True
059700,2,58.24,67.82,185.5,1.0,67.82,1.0,58.24,1.0,185.5,C1,True
054915,2,-37.03,-43.04,-128.99,-1.0,43.04,-1.0,37.03,-1.0,128.99,C1,True
050966,1,316.86,383.03,2471.8,1.0,383.03,1.0,316.86,1.0,2471.8,C1,True
035980,1,6.14,7.71,48.36,1.0,7.71,1.0,6.14,1.0,48.36,C1,True
005008,0,-33.86,-40.36,-173.99,-1.0,40.36,-1.0,33.86,-1.0,173.99,C1,True
089251,5,-86.08,-100.2,-311.22,-1.0,100.2,-1.0,86.08,-1.0,311.22,C1,True
075196,2,-44.52,-51.28,-122.66,-1.0,51.28,-1.0,44.52,-1.0,122.66,C1,True
129799,0,0.66,0.8,4.44,1.0,0.8,1.0,0.66,1.0,4.44,Cs,False
021793,0,-484.32,-586.57,-4035.34,-1.0,586.57,-1.0,484.32,-1.0,4035.34,C1,True
028198,0,-22.97,-27.23,-113.0,-1.0,27.23,-1.0,22.97,-1.0,113.0,C1,True
006539,2,94.08,109.16,323.79,1.0,109.16,1.0,94.08,1.0,323.79,C1,True
032244,0,21.68,25.48,75.8,1.0,25.48,1.0,21.68,1.0,75.8,C1,True
028839,0,-60.89,-68.09,20058.41,-1.0,68.09,-1.0,60.89,1.0,20058.41,C1,True
071423,5,-62.22,-72.47,-227.49,-1.0,72.47,-1.0,62.22,-1.0,227.49,C1,True
021361,0,0.76,0.9,3.86,1.0,0.9,1.0,0.76,1.0,3.86,Cs,False
074606,4,-37.68,-41.76,7.0,-1.0,41.76,-1.0,37.68,1.0,7.0,C1,True
132674,0,-0.01,-0.01,-0.13,-1.0,0.01,-1.0,0.01,-1.0,0.13,Cs,False
110847,3,-306.61,-358.64,-1202.89,-1.0,358.64,-1.0,306.61,-1.0,1202.89,C1,True
086277,3,-0.0,-0.0,-0.01,0.0,0.0,0.0,0.0,-1.0,0.01,Cs,False
075448,1,-9.08,-11.76,-94.51,-1.0,11.76,-1.0,9.08,-1.0,94.51,C1,True
118611,1,150.93,180.88,1085.07,1.0,180.88,1.0,150.93,1.0,1085.07,C1,True
061209,2,-200.9,-240.04,-1209.66,-1.0,240.04,-1.0,200.9,-1.0,1209.66,C1,True
091501,4,-68.18,-80.19,-285.84,-1.0,80.19,-1.0,68.18,-1.0,285.84,C1,True
062552,2,-85.06,-101.75,-541.38,-1.0,101.75,-1.0,85.06,-1.0,541.38,C1,True
007746,0,-0.07,-0.09,-0.21,-1.0,0.09,-1.0,0.07,-1.0,0.21,Cs,False
127164,0,0.11,0.12,0.09,1.0,0.12,1.0,0.11,1.0,0.09,Cs,False
062869,5,-0.01,-0.01,-0.02,-1.0,0.01,-1.0,0.01,-1.0,0.02,Cs,False
046471,1,-24.28,-35.43,-6066.11,-1.0,35.43,-1.0,24.28,-1.0,6066.11,C1,True
089929,3,92.73,109.61,424.78,1.0,109.61,1.0,92.73,1.0,424.78,C1,True
052850,1,52.51,61.54,210.23,1.0,61.54,1.0,52.51,1.0,210.23,C1,True
011098,2,166.03,196.15,735.39,1.0,196.15,1.0,166.03,1.0,735.39,C1,True
006269,0,229.46,270.99,1308.86,1.0,270.99,1.0,229.46,1.0,1308.86,C1,True
111003,3,34.29,39.77,117.45,1.0,39.77,1.0,34.29,1.0,117.45,C1,True
010989,3,28.29,33.02,106.69,1.0,33.02,1.0,28.29,1.0,106.69,C1,True
118162,2,-16.53,-19.01,-48.87,-1.0,19.01,-1.0,16.53,-1.0,48.87,C1,True
059615,2,67.15,84.66,887.45,1.0,84.66,1.0,67.15,1.0,887.45,C1,True
011189,1,16.91,20.33,96.12,1.0,20.33,1.0,16.91,1.0,96.12,C1,True
062435,3,-66.41,-79.9,-390.17,-1.0,79.9,-1.0,66.41,-1.0,390.17,C1,True
086223,3,34.81,41.6,179.08,1.0,41.6,1.0,34.81,1.0,179.08,C1,True
113927,2,41.82,48.69,151.8,1.0,48.69,1.0,41.82,1.0,151.8,C1,True
124178,0,-42.98,-50.91,-230.29,-1.0,50.91,-1.0,42.98,-1.0,230.29,C1,True
050058,2,-43.05,-53.29,-331.4,-1.0,53.29,-1.0,43.05,-1.0,331.4,C1,True
003212,3,-38.89,-41.51,732.68,-1.0,41.51,-1.0,38.89,1.0,732.68,C1,True
098894,1,10.71,12.75,51.14,1.0,12.75,1.0,10.71,1.0,51.14,C1,True
025983,0,-12.07,-14.4,-64.27,-1.0,14.4,-1.0,12.07,-1.0,64.27,C1,True
075245,1,-15.86,-17.73,-12.28,-1.0,17.73,-1.0,15.86,-1.0,12.28,C1,True
122094,1,16.79,19.82,76.32,1.0,19.82,1.0,16.79,1.0,76.32,C1,True
036137,2,-86.85,-101.55,-336.8,-1.0,101.55,-1.0,86.85,-1.0,336.8,C1,True
062794,2,0.05,0.05,-0.11,1.0,0.05,1.0,0.05,-1.0,0.11,Cs,False
126109,0,0.01,0.01,-0.01,1.0,0.01,1.0,0.01,-1.0,0.01,Cs,False
012318,0,209.92,250.81,1160.72,1.0,250.81,1.0,209.92,1.0,1160.72,C1,True
100413,0,-233.1,-273.98,-990.94,-1.0,273.98,-1.0,233.1,-1.0,990.94,C1,True
031602,0,-173.44,-204.91,-818.51,-1.0,204.91,-1.0,173.44,-1.0,818.51,C1,True
111220,4,268.63,312.59,966.82,1.0,312.59,1.0,268.63,1.0,966.82,C1,True
089634,4,-157.12,-183.33,-589.6,-1.0,183.33,-1.0,157.12,-1.0,589.6,C1,True
119541,2,35.08,40.69,117.96,1.0,40.69,1.0,35.08,1.0,117.96,C1,True
072008,4,-263.73,-324.36,-2748.22,-1.0,324.36,-1.0,263.73,-1.0,2748.22,C1,True
116108,1,19.59,24.78,270.64,1.0,24.78,1.0,19.59,1.0,270.64,C1,True
038416,2,123.59,144.11,458.62,1.0,144.11,1.0,123.59,1.0,458.62,C1,True
081384,4,-12.91,-15.21,-55.7,-1.0,15.21,-1.0,12.91,-1.0,55.7,C1,True
086887,3,-124.36,-146.36,-530.99,-1.0,146.36,-1.0,124.36,-1.0,530.99,C1,True
095794,2,0.03,0.04,0.2,1.0,0.04,1.0,0.03,1.0,0.2,Cs,False
007665,3,0.05,0.06,0.19,1.0,0.06,1.0,0.05,1.0,0.19,Cs,False
044494,4,0.06,0.07,0.25,1.0,0.07,1.0,0.06,1.0,0.25,Cs,False
132347,0,1.67,2.0,9.17,1.0,2.0,1.0,1.67,1.0,9.17,C1,True
106958,2,-61.56,-71.62,-220.39,-1.0,71.62,-1.0,61.56,-1.0,220.39,C1,True
117729,1,-33.37,-41.37,-346.12,-1.0,41.37,-1.0,33.37,-1.0,346.12,C1,True
116583,0,-118.3,-177.12,11965.55,-1.0,177.12,-1.0,118.3,1.0,11965.55,C1,True
004437,0,0.01,0.01,0.07,1.0,0.01,1.0,0.01,1.0,0.07,Cs,False
028980,0,-64.03,-79.34,-767.05,-1.0,79.34,-1.0,64.03,-1.0,767.05,C1,True
063331,0,-78.91,-93.53,-389.89,-1.0,93.53,-1.0,78.91,-1.0,389.89,C1,True
018862,5,13.36,13.77,-64.27,1.0,13.77,1.0,13.36,-1.0,64.27,C1,True
092155,4,124.12,144.89,469.0,1.0,144.89,1.0,124.12,1.0,469.0,C1,True
027088,0,-140.27,-164.95,-628.67,-1.0,164.95,-1.0,140.27,-1.0,628.67,C1,True
098369,0,81.12,99.02,775.39,1.0,99.02,1.0,81.12,1.0,775.39,C1,True
015474,1,-136.79,-167.43,-1438.87,-1.0,167.43,-1.0,136.79,-1.0,1438.87,C1,True
131561,1,-43.43,-51.67,-227.13,-1.0,51.67,-1.0,43.43,-1.0,227.13,C1,True
130066,0,-135.25,-162.35,-1037.77,-1.0,162.35,-1.0,135.25,-1.0,1037.77,C1,True
058434,4,-22.48,-26.27,-85.66,-1.0,26.27,-1.0,22.48,-1.0,85.66,C1,True
049779,2,-174.55,-202.47,-533.07,-1.0,202.47,-1.0,174.55,-1.0,533.07,C1,True
032802,0,13.64,16.9,103.85,1.0,16.9,1.0,13.64,1.0,103.85,C1,True
026600,1,-0.15,-0.18,-1.12,-1.0,0.18,-1.0,0.15,-1.0,1.12,Cs,False
088082,4,-11.13,-13.25,-55.6,-1.0,13.25,-1.0,11.13,-1.0,55.6,C1,True
095060,2,14.57,19.61,372.6,1.0,19.61,1.0,14.57,1.0,372.6,C1,True
029724,0,15.49,18.73,99.71,1.0,18.73,1.0,15.49,1.0,99.71,C1,True
101143,1,-33.38,-39.03,-130.39,-1.0,39.03,-1.0,33.38,-1.0,130.39,C1,True
094325,3,-46.71,-55.17,-209.45,-1.0,55.17,-1.0,46.71,-1.0,209.45,C1,True
030752,0,-58.47,-66.71,-127.57,-1.0,66.71,-1.0,58.47,-1.0,127.57,C1,True
105860,3,215.92,254.58,985.41,1.0,254.58,1.0,215.92,1.0,985.41,C1,True
112549,2,-160.84,-185.02,-277.95,-1.0,185.02,-1.0,160.84,-1.0,277.95,C1,True
109492,1,-133.21,-158.42,-899.28,-1.0,158.42,-1.0,133.21,-1.0,899.28,C1,True
065642,3,-73.68,-79.09,684.25,-1.0,79.09,-1.0,73.68,1.0,684.25,C1,True
111986,3,-11.46,-14.92,-125.05,-1.0,14.92,-1.0,11.46,-1.0,125.05,C1,True
022655,0,0.15,0.18,0.88,1.0,0.18,1.0,0.15,1.0,0.88,Cs,False
107655,2,-55.24,-66.39,-307.69,-1.0,66.39,-1.0,55.24,-1.0,307.69,C1,True
087402,4,-46.15,-54.31,-196.4,-1.0,54.31,-1.0,46.15,-1.0,196.4,C1,True
060864,0,-61.07,-71.17,-214.43,-1.0,71.17,-1.0,61.07,-1.0,214.43,C1,True
029410,0,35.17,44.12,335.61,1.0,44.12,1.0,35.17,1.0,335.61,C1,True
096217,0,98.61,126.72,2178.04,1.0,126.72,1.0,98.61,1.0,2178.04,C1,True
060994,3,-457.39,-544.07,-2607.5,-1.0,544.07,-1.0,457.39,-1.0,2607.5,C1,True
051778,1,-32.99,-38.14,-164.81,-1.0,38.14,-1.0,32.99,-1.0,164.81,C1,True
001298,1,20.05,23.34,72.29,1.0,23.34,1.0,20.05,1.0,72.29,C1,True
107931,4,-25.14,-29.13,-84.1,-1.0,29.13,-1.0,25.14,-1.0,84.1,C1,True
090838,6,-6.99,-8.5,-43.32,-1.0,8.5,-1.0,6.99,-1.0,43.32,C1,True
002514,1,275.58,335.9,2519.84,1.0,335.9,1.0,275.58,1.0,2519.84,C1,True
068462,2,-6.41,-7.31,-10.11,-1.0,7.31,-1.0,6.41,-1.0,10.11,C1,True
115913,3,-23.29,-27.26,-91.3,-1.0,27.26,-1.0,23.29,-1.0,91.3,C1,True
022726,2,-140.8,-166.79,-683.97,-1.0,166.79,-1.0,140.8,-1.0,683.97,C1,True
127095,0,-87.73,-105.67,-525.05,-1.0,105.67,-1.0,87.73,-1.0,525.05,C1,True
118033,2,-160.43,-192.86,-1058.81,-1.0,192.86,-1.0,160.43,-1.0,1058.81,C1,True
044502,4,-0.12,-0.14,-0.43,-1.0,0.14,-1.0,0.12,-1.0,0.43,Cs,False
114045,3,0.81,0.52,-19.07,1.0,0.52,1.0,0.81,-1.0,19.07,C1,True
049447,5,-0.12,-0.14,-1.2,-1.0,0.14,-1.0,0.12,-1.0,1.2,Cs,False
034098,4,-115.94,-136.0,-471.0,-1.0,136.0,-1.0,115.94,-1.0,471.0,C1,True
023724,0,-0.05,-0.05,0.64,-1.0,0.05,-1.0,0.05,1.0,0.64,Cs,False
064550,3,53.64,63.36,222.41,1.0,63.36,1.0,53.64,1.0,222.41,C1,True
092932,1,82.88,99.07,466.83,1.0,99.07,1.0,82.88,1.0,466.83,C1,True
126888,0,-5.8,-6.19,7.06,-1.0,6.19,-1.0,5.8,1.0,7.06,C1,True
007259,1,19.6,21.82,7.04,1.0,21.82,1.0,19.6,1.0,7.04,C1,True
085804,1,-47.13,-55.8,-221.0,-1.0,55.8,-1.0,47.13,-1.0,221.0,C1,True
022931,3,19.07,20.99,-23.71,1.0,20.99,1.0,19.07,-1.0,23.71,C1,True
093861,3,0.96,1.06,-1.58,1.0,1.06,1.0,0.96,-1.0,1.58,C1,True
129026,0,5.37,6.92,207.62,1.0,6.92,1.0,5.37,1.0,207.62,Cs,False
005528,0,-40.79,-48.23,-195.6,-1.0,48.23,-1.0,40.79,-1.0,195.6,C1,True
078927,6,0.12,0.14,0.43,1.0,0.14,1.0,0.12,1.0,0.43,Cs,False
010443,1,-107.21,-125.56,-425.93,-1.0,125.56,-1.0,107.21,-1.0,425.93,C1,True
001856,1,-180.85,-208.73,-32.61,-1.0,208.73,-1.0,180.85,-1.0,32.61,C1,True
125846,2,19.83,23.7,105.02,1.0,23.7,1.0,19.83,1.0,105.02,C1,True
058046,1,-74.19,-86.79,-288.87,-1.0,86.79,-1.0,74.19,-1.0,288.87,C1,True
091421,4,-31.61,-36.71,-109.91,-1.0,36.71,-1.0,31.61,-1.0,109.91,C1,True
058860,2,110.99,133.86,730.66,1.0,133.86,1.0,110.99,1.0,730.66,C1,True
113080,3,-12.91,-14.92,-41.36,-1.0,14.92,-1.0,12.91,-1.0,41.36,C1,True
130508,0,0.67,0.83,-0.61,1.0,0.83,1.0,0.67,-1.0,0.61,Cs,False
026821,0,120.59,145.65,649.69,1.0,145.65,1.0,120.59,1.0,649.69,C1,True
060732,0,-0.05,-0.06,-0.31,-1.0,0.06,-1.0,0.05,-1.0,0.31,Cs,False
056122,0,-0.01,-0.01,-0.14,-1.0,0.01,-1.0,0.01,-1.0,0.14,Cs,False
104396,2,8.55,9.95,30.22,1.0,9.95,1.0,8.55,1.0,30.22,C1,True
061426,1,-39.13,-49.5,-493.89,-1.0,49.5,-1.0,39.13,-1.0,493.89,C1,True
102360,1,203.45,249.32,2096.38,1.0,249.32,1.0,203.45,1.0,2096.38,C1,True
091036,5,-30.69,-35.67,-108.83,-1.0,35.67,-1.0,30.69,-1.0,108.83,C1,True
035149,2,-139.42,-163.39,-560.38,-1.0,163.39,-1.0,139.42,-1.0,560.38,C1,True
007266,0,21.5,24.19,4.26,1.0,24.19,1.0,21.5,1.0,4.26,C1,True
020176,4,-79.36,-94.4,-400.33,-1.0,94.4,-1.0,79.36,-1.0,400.33,C1,True
020766,0,0.02,0.03,0.04,1.0,0.03,1.0,0.02,1.0,0.04,Cs,False
077096,3,-37.05,-43.17,-135.87,-1.0,43.17,-1.0,37.05,-1.0,135.87,C1,True
053082,0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cs,False
093416,1,-208.86,-250.15,-1257.22,-1.0,250.15,-1.0,208.86,-1.0,1257.22,C1,True
098927,0,-0.4,-0.48,-2.29,-1.0,0.48,-1.0,0.4,-1.0,2.29,Cs,False
054973,2,-278.36,-330.58,-1466.7,-1.0,330.58,-1.0,278.36,-1.0,1466.7,C1,True
030202,3,96.4,112.81,372.08,1.0,112.81,1.0,96.4,1.0,372.08,C1,True
085096,2,27.42,31.32,68.58,1.0,31.32,1.0,27.42,1.0,68.58,C1,True
104039,3,69.51,80.94,252.64,1.0,80.94,1.0,69.51,1.0,252.64,C1,True
018975,4,0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.0,0.01,Cs,False
060712,1,-458.45,-549.47,-3006.83,-1.0,549.47,-1.0,458.45,-1.0,3006.83,C1,True
072146,4,-0.01,-0.02,-0.05,-1.0,0.02,-1.0,0.01,-1.0,0.05,Cs,False
122655,1,-150.84,-176.29,-584.03,-1.0,176.29,-1.0,150.84,-1.0,584.03,C1,True
035903,3,-143.94,-167.9,-539.68,-1.0,167.9,-1.0,143.94,-1.0,539.68,C1,True
111591,5,-130.57,-152.39,-489.81,-1.0,152.39,-1.0,130.57,-1.0,489.81,C1,True
081378,4,20.33,23.78,79.42,1.0,23.78,1.0,20.33,1.0,79.42,C1,True
084140,2,70.08,82.27,289.91,1.0,82.27,1.0,70.08,1.0,289.91,C1,True
117629,1,-31.66,-35.69,-3.46,-1.0,35.69,-1.0,31.66,-1.0,3.46,C1,True
033236,0,0.1,0.11,0.3,1.0,0.11,1.0,0.1,1.0,0.3,Cs,False
105850,3,127.41,148.92,498.15,1.0,148.92,1.0,127.41,1.0,498.15,C1,True
019978,3,-121.8,-141.25,-415.07,-1.0,141.25,-1.0,121.8,-1.0,415.07,C1,True
126729,0,47.74,55.31,156.19,1.0,55.31,1.0,47.74,1.0,156.19,C1,True
081119,3,138.91,162.1,518.28,1.0,162.1,1.0,138.91,1.0,518.28,C1,True
099213,0,-45.26,-52.66,-161.41,-1.0,52.66,-1.0,45.26,-1.0,161.41,C1,True
085511,1,-29.11,-37.01,-503.24,-1.0,37.01,-1.0,29.11,-1.0,503.24,C1,True
050070,2,-106.69,-136.36,-2218.09,-1.0,136.36,-1.0,106.69,-1.0,2218.09,C1,True
104146,1,-48.15,-57.13,-236.77,-1.0,57.13,-1.0,48.15,-1.0,236.77,C1,True
079704,6,0.02,0.02,0.08,1.0,0.02,1.0,0.02,1.0,0.08,Cs,False
065315,2,-133.97,-156.31,-502.53,-1.0,156.31,-1.0,133.97,-1.0,502.53,C1,True
080020,4,0.0,0.0,0.05,0.0,0.0,0.0,0.0,1.0,0.05,Cs,False
099477,1,-4.5,-8.73,-333.5,-1.0,8.73,-1.0,4.5,-1.0,333.5,C1,True
046399,1,5.01,5.19,-18.77,1.0,5.19,1.0,5.01,-1.0,18.77,C1,True
119432,2,29.12,34.09,114.87,1.0,34.09,1.0,29.12,1.0,114.87,C1,True
060373,2,-189.26,-227.92,-1301.51,-1.0,227.92,-1.0,189.26,-1.0,1301.51,C1,True
096315,1,15.69,19.38,115.13,1.0,19.38,1.0,15.69,1.0,115.13,C1,True
111348,3,29.94,34.83,107.76,1.0,34.83,1.0,29.94,1.0,107.76,C1,True
007445,0,3.22,4.39,40.63,1.0,4.39,1.0,3.22,1.0,40.63,C1,True
028549,0,-0.32,-0.39,-2.43,-1.0,0.39,-1.0,0.32,-1.0,2.43,Cs,False
067858,3,32.9,45.79,984.09,1.0,45.79,1.0,32.9,1.0,984.09,C1,True
123918,0,17.01,18.31,-53.97,1.0,18.31,1.0,17.01,-1.0,53.97,C1,True
097463,0,61.55,71.24,198.56,1.0,71.24,1.0,61.55,1.0,198.56,C1,True
054989,1,134.93,157.32,493.79,1.0,157.32,1.0,134.93,1.0,493.79,C1,True
123531,0,0.02,0.03,0.16,1.0,0.03,1.0,0.02,1.0,0.16,Cs,False
087036,2,27.36,32.26,122.22,1.0,32.26,1.0,27.36,1.0,122.22,C1,True
082897,5,51.74,60.04,178.99,1.0,60.04,1.0,51.74,1.0,178.99,C1,True
093499,2,-5.12,-6.01,-28.6,-1.0,6.01,-1.0,5.12,-1.0,28.6,C1,True
105795,5,-52.24,-61.78,-243.79,-1.0,61.78,-1.0,52.24,-1.0,243.79,C1,True
098403,2,-41.85,-49.19,-186.41,-1.0,49.19,-1.0,41.85,-1.0,186.41,C1,True
099789,1,24.46,28.9,111.07,1.0,28.9,1.0,24.46,1.0,111.07,C1,True
029547,0,0.33,0.39,1.07,1.0,0.39,1.0,0.33,1.0,1.07,Cs,False
065282,2,-131.96,-154.33,-514.76,-1.0,154.33,-1.0,131.96,-1.0,514.76,C1,True
089384,3,-0.03,-0.03,-0.06,-1.0,0.03,-1.0,0.03,-1.0,0.06,Cs,False
117252,0,-27.42,-31.87,-94.42,-1.0,31.87,-1.0,27.42,-1.0,94.42,C1,True
129458,0,-113.75,-137.14,-791.32,-1.0,137.14,-1.0,113.75,-1.0,791.32,C1,True
071537,4,-31.1,-36.85,-143.78,-1.0,36.85,-1.0,31.1,-1.0,143.78,C1,True
020583,0,0.04,0.05,0.24,1.0,0.05,1.0,0.04,1.0,0.24,Cs,False
081481,5,46.41,53.95,163.34,1.0,53.95,1.0,46.41,1.0,163.34,C1,True
073013,2,64.96,76.25,267.5,1.0,76.25,1.0,64.96,1.0,267.5,C1,True
044594,3,-868.85,-1036.86,-4955.87,-1.0,1036.86,-1.0,868.85,-1.0,4955.87,C1,True
081897,4,132.69,159.33,831.98,1.0,159.33,1.0,132.69,1.0,831.98,C1,True
