xyz,smiles_gdb9,smiles,A_GHz,B_GHz,C_GHz,mu_Debye,alpha_Bohr3,homo_Hartree,lumo_Hartree,gap_Hartree,r2_Bohr2,zpve_Hartree,U0_Hartree,U_Hartree,H_Hartree,G_Hartree,Cv_cal/mol/K
dsC7O2H10nsd/dsC7O2H10nsd_0097.xyz,C(C1CO1)C12CC(C1)O2,C([C@@H]1CO1)[C@@]12C[C@@H](C1)O2,4.3307171,1.0136083,0.9705945,1.777,76.01,-0.23426,0.08805,0.32231,1272.9895,0.156286,-422.468352,-422.460242,-422.459298,-422.501848,30.596
dsC7O2H10nsd/dsC7O2H10nsd_0098.xyz,C(C1CO1)C12CC1CO2,C([C@@H]1CO1)[C@]12C[C@H]1CO2,4.4585124,0.961355,0.9039394,2.0844,75.98,-0.2321,0.0742,0.3063,1335.3542,0.156232,-422.485263,-422.476867,-422.475923,-422.519334,31.046
dsC7O2H10nsd/dsC7O2H10nsd_0099.xyz,C(C1CO1)C12CC1OC2,C([C@@H]1CO1)[C@@]12C[C@@H]1OC2,4.1922718,0.9760545,0.8867899,3.0936,75.46,-0.22994,0.07647,0.30641,1331.3736,0.156303,-422.48212,-422.473754,-422.47281,-422.516095,30.968
dsC7O2H10nsd/dsC7O2H10nsd_0100.xyz,C(C1CO1)C12CCC1O2,C([C@@H]1CO1)[C@]12CC[C@H]1O2,4.3362859,0.9782718,0.8918126,2.153,75.83,-0.24758,0.08027,0.32785,1337.437,0.156114,-422.494551,-422.486137,-422.485193,-422.528489,31.153
dsC7O2H10nsd/dsC7O2H10nsd_0101.xyz,C1CC1OC12CC1OC2,C1CC1O[C@@]12C[C@@H]1OC2,4.6333558,0.9772926,0.9066272,2.0809,75.62,-0.233,0.06984,0.30284,1323.5627,0.155697,-422.4697,-422.461336,-422.460392,-422.503639,31.493
dsC7O2H10nsd/dsC7O2H10nsd_0102.xyz,C(C1CO1)C1=CCOC1,C([C@@H]1CO1)C1=CCOC1,4.5069697,0.8974677,0.7949903,3.293,78.97,-0.22522,0.01785,0.24307,1440.5725,0.156779,-422.530079,-422.521381,-422.520437,-422.564713,30.946
dsC7O2H10nsd/dsC7O2H10nsd_0103.xyz,C(C1CO1)C1C2CC1O2,C([C@@H]1CO1)[C@H]1[C@@H]2C[C@H]1O2,5.0081221,0.8584734,0.8250213,0.2488,76.23,-0.23972,0.09202,0.33174,1425.6677,0.156616,-422.459956,-422.451939,-422.450994,-422.493542,30.087
dsC7O2H10nsd/dsC7O2H10nsd_0104.xyz,C1CC1OC1C2CC1O2,C1CC1O[C@H]1[C@@H]2C[C@H]1O2,5.0653672,0.922357,0.882612,2.5745,76.71,-0.23473,0.08767,0.3224,1369.8725,0.156045,-422.450071,-422.442042,-422.441097,-422.48369,30.482
dsC7O2H10nsd/dsC7O2H10nsd_0105.xyz,C(C1CO1)C1C2COC12,C([C@@H]1CO1)[C@H]1[C@@H]2CO[C@H]12,5.0402272,0.8611265,0.7922603,3.1456,75.83,-0.22897,0.08028,0.30925,1451.0478,0.156524,-422.478833,-422.470552,-422.469608,-422.512563,30.616
dsC7O2H10nsd/dsC7O2H10nsd_0106.xyz,C1CC1OC1C2COC12,C1CC1O[C@H]1[C@@H]2CO[C@H]12,5.6531271,0.8185496,0.7951618,0.8691,76.56,-0.22402,0.07646,0.30048,1483.8245,0.155912,-422.467665,-422.459352,-422.458408,-422.50142,31.076
dsC7O2H10nsd/dsC7O2H10nsd_0107.xyz,C(C1CO1)C1CC2OC12,C([C@@H]1CO1)[C@H]1C[C@@H]2O[C@H]12,4.1304476,0.9611956,0.8555348,3.1576,75.17,-0.24828,0.08925,0.33753,1361.1465,0.156439,-422.488999,-422.480763,-422.479818,-422.522562,30.657
dsC7O2H10nsd/dsC7O2H10nsd_0108.xyz,C(C1CO1)C1OC2CC12,C([C@@H]1CO1)[C@H]1O[C@@H]2C[C@H]12,5.7283118,0.8196045,0.8054316,2.6133,76,-0.23627,0.07832,0.31459,1463.1737,0.156397,-422.484941,-422.476684,-422.47574,-422.51859,30.722
dsC7O2H10nsd/dsC7O2H10nsd_0109.xyz,C1CC1OC1CC2OC12,C1CC1O[C@H]1C[C@@H]2O[C@H]12,4.9961968,0.876882,0.8357866,1.2753,75.95,-0.24486,0.08496,0.32982,1417.8246,0.155904,-422.480656,-422.472352,-422.471408,-422.514455,31.093
dsC7O2H10nsd/dsC7O2H10nsd_0110.xyz,C(C1CO1)C1OCC=C1,C([C@@H]1CO1)[C@@H]1OCC=C1,4.9063508,0.836903,0.7821064,2.6571,77.65,-0.23665,0.01193,0.24858,1474.1381,0.156763,-422.530682,-422.522151,-422.521207,-422.564999,30.863
dsC7O2H10nsd/dsC7O2H10nsd_0111.xyz,C1CC1OC1OCC=C1,C1CC1O[C@H]1OCC=C1,4.2540678,1.028103,0.9159529,1.062,77.61,-0.24427,0.0092,0.25347,1315.0852,0.156709,-422.531555,-422.523157,-422.522213,-422.565645,31.043
dsC7O2H10nsd/dsC7O2H10nsd_0112.xyz,C1C2(CCO2)C11CCO1,C1[C@]2(CCO2)[C@@]21CCO2,3.4412194,1.1868978,1.1594222,3.1275,76.49,-0.21083,0.05248,0.26331,1164.445,0.156162,-422.483711,-422.475307,-422.474362,-422.517364,30.962
dsC7O2H10nsd/dsC7O2H10nsd_0113.xyz,C1C2(COC2)C11CCO1,C1C2(COC2)[C@@]21CCO2,3.3531121,1.163427,1.147527,2.5597,76.04,-0.22816,0.0661,0.29426,1167.5762,0.156598,-422.484627,-422.476324,-422.475379,-422.518068,30.639
dsC7O2H10nsd/dsC7O2H10nsd_0114.xyz,C1C2(COC2)C11COC1,C1C2(COC2)C21COC2,3.4019177,1.1035073,1.0931577,1.8809,75.62,-0.24761,0.05117,0.29878,1196.0841,0.156558,-422.480389,-422.472061,-422.471117,-422.513928,30.488
dsC7O2H10nsd/dsC7O2H10nsd_0115.xyz,C1CC2(C1)OC21COC1,C1CC2(C1)OC12COC1,3.4968167,1.1250846,1.0939543,2.0945,75.65,-0.25181,0.0648,0.31661,1201.635,0.156222,-422.49834,-422.49009,-422.489146,-422.531541,30.891
dsC7O2H10nsd/dsC7O2H10nsd_0116.xyz,C1C23CCC12OCCO3,C1[C@@]23CC[C@@]12OCCO3,2.7373109,1.8307674,1.5097636,0.7735,73.89,-0.21839,0.08376,0.30215,952.335,0.158489,-422.506864,-422.499582,-422.498638,-422.538126,29.609
dsC7O2H10nsd/dsC7O2H10nsd_0117.xyz,C1C23CCC12OCOC3,C1[C@@]23CC[C@@]12OCOC3,2.8508737,1.7731714,1.4796509,1.806,73.84,-0.23679,0.08311,0.3199,956.3763,0.159258,-422.519755,-422.512591,-422.511647,-422.550937,29.079
dsC7O2H10nsd/dsC7O2H10nsd_0118.xyz,C1C23CCCOC12CO3,C1[C@]23CCCO[C@]12CO3,2.7505883,1.7799816,1.4810338,1.6332,73.65,-0.22772,0.07245,0.30017,961.3758,0.158736,-422.510415,-422.503186,-422.502242,-422.54162,29.431
dsC7O2H10nsd/dsC7O2H10nsd_0119.xyz,C1C23COC12CCOC3,C1[C@]23CO[C@]12CCOC3,2.8293649,1.7288552,1.4528856,0.7229,73.92,-0.22854,0.06808,0.29662,966.1609,0.159087,-422.512733,-422.505501,-422.504557,-422.544068,29.166
dsC7O2H10nsd/dsC7O2H10nsd_0120.xyz,C1C23COC12COCC3,C1[C@]23CO[C@]12COCC3,2.8222237,1.7283389,1.4528433,1.7368,73.89,-0.23195,0.06445,0.2964,967.1849,0.159008,-422.511365,-422.504113,-422.503169,-422.542717,29.214
dsC7O2H10nsd/dsC7O2H10nsd_0121.xyz,C1CC23COCCC12O3,C1C[C@@]23COCC[C@@]12O3,2.9582453,1.697484,1.3763515,2.5847,74.34,-0.24384,0.07757,0.32141,991.4723,0.158716,-422.522618,-422.5153,-422.514356,-422.553986,29.425
dsC7O2H10nsd/dsC7O2H10nsd_0122.xyz,C1CC23OCOC2(C1)C3,C1C[C@]23OCO[C@@]2(C1)C3,2.957398,1.7351953,1.5177629,1.5597,73.08,-0.23692,0.08011,0.31703,950.4774,0.159293,-422.546229,-422.539115,-422.538171,-422.577347,28.914
dsC7O2H10nsd/dsC7O2H10nsd_0123.xyz,C1C23CCOC12CCO3,C1[C@]23CCO[C@]12CCO3,3.0943142,1.7059791,1.4523575,0.1706,73.24,-0.22114,0.08337,0.30451,964.0125,0.159176,-422.539804,-422.532605,-422.531661,-422.571038,29.094
dsC7O2H10nsd/dsC7O2H10nsd_0124.xyz,C1C23CCOC12COC3,C1[C@]23CCO[C@]12COC3,3.1690935,1.6636576,1.4241938,1.9759,73.47,-0.23241,0.0819,0.31431,968.4681,0.15968,-422.544251,-422.537148,-422.536204,-422.575362,28.718
dsC7O2H10nsd/dsC7O2H10nsd_0125.xyz,C1C23COCC12COC3,C1[C@]23COC[C@]12COC3,3.2428944,1.6150775,1.3921078,0.1509,73.67,-0.25244,0.0889,0.34134,974.5915,0.160087,-422.548793,-422.541743,-422.540799,-422.579863,28.385
dsC7O2H10nsd/dsC7O2H10nsd_0126.xyz,C1CC23COCC2(C1)O3,C1C[C@]23COC[C@@]2(C1)O3,3.3043738,1.630118,1.3455226,2.6198,73.67,-0.24982,0.08445,0.33427,994.7603,0.159374,-422.558332,-422.551112,-422.550168,-422.589592,28.899
dsC7O2H10nsd/dsC7O2H10nsd_0127.xyz,C1C2C1C1CC2OCO1,C1[C@@H]2[C@H]1[C@@H]1C[C@H]2OCO1,2.914969,1.8611027,1.6442261,1.8947,72.61,-0.2499,0.08998,0.33988,900.7488,0.161415,-422.554052,-422.547629,-422.546684,-422.584349,27.407
dsC7O2H10nsd/dsC7O2H10nsd_0128.xyz,C1C2C1C1COCC2O1,C1[C@@H]2[C@H]1[C@H]1COC[C@@H]2O1,3.0179769,1.8155163,1.6099102,0.771,73.37,-0.23499,0.09148,0.32647,912.832,0.160646,-422.553932,-422.547337,-422.546393,-422.584443,27.629
dsC7O2H10nsd/dsC7O2H10nsd_0129.xyz,C1C2C1C1OC2CCO1,C1[C@@H]2[C@H]1[C@@H]1O[C@H]2CCO1,2.9697328,1.8520446,1.6156331,2.2242,72.72,-0.24831,0.08755,0.33586,909.7093,0.161066,-422.564067,-422.557552,-422.556608,-422.594487,27.532
dsC7O2H10nsd/dsC7O2H10nsd_0130.xyz,C1C2CCOC1C1OC21,C1[C@@H]2CCO[C@H]1[C@@H]1O[C@H]21,2.8360356,1.8487155,1.6060997,1.7366,72.18,-0.23987,0.08301,0.32288,910.2584,0.160944,-422.553913,-422.547363,-422.546419,-422.584376,27.554
dsC7O2H10nsd/dsC7O2H10nsd_0131.xyz,C1C2COCC1C1OC21,C1[C@@H]2COC[C@H]1[C@@H]1O[C@H]21,2.8851853,1.8226424,1.6094901,1.2448,72.52,-0.24812,0.0861,0.33422,910.0964,0.160838,-422.553817,-422.547262,-422.546318,-422.584314,27.424
dsC7O2H10nsd/dsC7O2H10nsd_0132.xyz,C1CC2OC(C1)C1OC21,C1C[C@@H]2O[C@H](C1)[C@H]1O[C@@H]21,2.8854334,1.8267157,1.5810664,2.8241,72.39,-0.24704,0.07921,0.32625,921.125,0.160521,-422.559173,-422.552555,-422.55161,-422.589728,27.686
dsC7O2H10nsd/dsC7O2H10nsd_0133.xyz,C1C2C1C1COC2CO1,C1[C@@H]2[C@H]1[C@@H]1CO[C@H]2CO1,2.5709058,1.9451189,1.9022464,1.1184,72.74,-0.24291,0.08193,0.32484,874.2365,0.160936,-422.545228,-422.538663,-422.537719,-422.575668,27.61
dsC7O2H10nsd/dsC7O2H10nsd_0134.xyz,C1C2C1C1OCC2CO1,C1[C@@H]2[C@H]1[C@H]1OC[C@@H]2CO1,2.571738,1.9397883,1.9248291,2.2137,72.45,-0.24657,0.08123,0.3278,872.3846,0.161239,-422.55299,-422.546485,-422.545541,-422.5834,27.396
dsC7O2H10nsd/dsC7O2H10nsd_0135.xyz,C1CC2OCC1C1OC21,C1C[C@H]2OC[C@@H]1[C@H]1O[C@@H]21,2.4735182,1.9407354,1.9242775,0.9828,72.02,-0.24319,0.08362,0.32681,876.3334,0.160915,-422.553161,-422.546525,-422.54558,-422.58374,27.578
dsC7O2H10nsd/dsC7O2H10nsd_0136.xyz,C1C2C1C1OCCOC21,C1[C@@H]2[C@H]1[C@H]1OCCO[C@@H]21,3.4115695,1.5475242,1.2286397,0.2982,75.08,-0.23128,0.07957,0.31085,1038.6086,0.15903,-422.511202,-422.503936,-422.502992,-422.54288,28.786
dsC7O2H10nsd/dsC7O2H10nsd_0137.xyz,C1C2C1C1OCOCC21,C1[C@H]2[C@@H]1[C@@H]1OCOC[C@H]21,3.5072191,1.493033,1.2015332,1.9417,73.9,-0.25043,0.08232,0.33275,1047.1573,0.159852,-422.517518,-422.510378,-422.509434,-422.549137,28.323
dsC7O2H10nsd/dsC7O2H10nsd_0138.xyz,C1CC2C3OC3C2CO1,C1C[C@H]2[C@@H]3O[C@@H]3[C@H]2CO1,3.412196,1.4480336,1.1661331,1.3662,73.86,-0.24801,0.07704,0.32505,1065.4486,0.15931,-422.515562,-422.508342,-422.507398,-422.547269,28.549
dsC7O2H10nsd/dsC7O2H10nsd_0139.xyz,C1COC2C3OC3C2C1,C1CO[C@H]2[C@@H]3O[C@@H]3[C@H]2C1,3.3603956,1.4889357,1.1855806,2.3617,74.08,-0.24742,0.07473,0.32215,1058.0518,0.158949,-422.516657,-422.509374,-422.50843,-422.548368,28.796
dsC7O2H10nsd/dsC7O2H10nsd_0140.xyz,C1C2C3CC1OCOC23,C1[C@@H]2[C@@H]3C[C@H]1OCO[C@H]23,2.4438696,2.1702314,1.6997729,2.028,72.92,-0.24313,0.0764,0.31953,887.2554,0.161277,-422.554569,-422.548052,-422.547108,-422.585051,27.404
dsC7O2H10nsd/dsC7O2H10nsd_0141.xyz,C1C2C3CCOC1OC23,C1[C@@H]2[C@@H]3CCO[C@H]1O[C@H]23,2.483709,2.1388352,1.6656802,1.9318,72.86,-0.24083,0.07624,0.31707,896.3168,0.161037,-422.557347,-422.550715,-422.549771,-422.587977,27.592
dsC7O2H10nsd/dsC7O2H10nsd_0142.xyz,C1C2C3COCC1OC23,C1[C@@H]2[C@@H]3COC[C@H]1O[C@H]23,2.4870504,2.1050687,1.6669348,0.9162,73.3,-0.23036,0.0777,0.30806,897.6558,0.160943,-422.548561,-422.541911,-422.540967,-422.579243,27.512
dsC7O2H10nsd/dsC7O2H10nsd_0143.xyz,C1C2C3OC1CCOC23,C1[C@H]2[C@H]3O[C@@H]1CCO[C@@H]23,2.4567736,2.1559815,1.680561,0.7341,72.9,-0.22686,0.07415,0.30101,893.8888,0.1608,-422.544578,-422.537904,-422.536959,-422.575263,27.681
dsC7O2H10nsd/dsC7O2H10nsd_0144.xyz,C1CC2C3OC(C1)OC23,C1C[C@@H]2[C@@H]3O[C@H](C1)O[C@H]23,2.4638242,2.1378024,1.6447005,1.147,72.88,-0.22554,0.07915,0.30469,904.6808,0.160572,-422.551827,-422.545092,-422.544148,-422.582611,27.764
dsC7O2H10nsd/dsC7O2H10nsd_0145.xyz,C1C2C3COCOC1C23,C1[C@@H]2[C@@H]3COCO[C@H]1[C@H]23,2.5281403,2.0582665,1.4892049,2.1088,73.78,-0.24456,0.08225,0.32681,933.9061,0.160343,-422.521271,-422.514359,-422.513415,-422.552227,28.188
dsC7O2H10nsd/dsC7O2H10nsd_0146.xyz,C1C2C3OCCOC1C23,C1[C@@H]2[C@@H]3OCCO[C@H]1[C@H]23,2.5917373,2.0287173,1.4568411,0.7109,73.97,-0.23705,0.08491,0.32196,940.5175,0.159895,-422.516225,-422.509325,-422.508381,-422.547087,28.426
dsC7O2H10nsd/dsC7O2H10nsd_0147.xyz,C1C2C3OCOCC1C23,C1[C@@H]2[C@@H]3OCOC[C@H]1[C@H]23,2.64171,1.9912995,1.4512749,2.1762,73.89,-0.24128,0.08395,0.32523,941.9294,0.160189,-422.522841,-422.515964,-422.51502,-422.553769,28.13
dsC7O2H10nsd/dsC7O2H10nsd_0148.xyz,C1CC2C3OC(CO1)C23,C1C[C@@H]2[C@@H]3O[C@H](CO1)[C@H]23,2.7907105,1.8654272,1.433513,1.0604,73.63,-0.22755,0.07577,0.30332,951.3266,0.159618,-422.507534,-422.50055,-422.499605,-422.538586,28.439
dsC7O2H10nsd/dsC7O2H10nsd_0149.xyz,C1CC2OC3C(CO1)C23,C1C[C@H]2O[C@H]3[C@@H](CO1)[C@@H]23,2.5888813,1.9821112,1.4205759,1.2121,73.87,-0.22964,0.07781,0.30745,954.8412,0.159758,-422.512901,-422.505886,-422.504942,-422.544083,28.354
dsC7O2H10nsd/dsC7O2H10nsd_0150.xyz,C1COC2C3OC(C1)C23,C1CO[C@H]2[C@H]3O[C@@H](C1)[C@@H]23,2.5346555,2.0395034,1.4286935,2.2839,74.04,-0.22575,0.08128,0.30703,953.2803,0.159348,-422.512278,-422.505224,-422.50428,-422.543431,28.564
dsC7O2H10nsd/dsC7O2H10nsd_0151.xyz,C1C2C3COCOC2C13,C1[C@H]2[C@@H]3COCO[C@H]2[C@H]13,3.304105,1.7003302,1.4032685,1.0392,74.91,-0.24517,0.09643,0.3416,962.738,0.159956,-422.499727,-422.492879,-422.491935,-422.530721,27.768
dsC7O2H10nsd/dsC7O2H10nsd_0152.xyz,C1C2C3OCCOC2C13,C1[C@H]2[C@@H]3OCCO[C@H]2[C@H]13,3.1827841,1.7544033,1.4146131,1.8239,74.67,-0.24599,0.08003,0.32602,960.0566,0.159738,-422.490936,-422.483977,-422.483033,-422.522262,27.937
dsC7O2H10nsd/dsC7O2H10nsd_0153.xyz,C1CC2C3OC2C3CO1,C1C[C@H]2[C@@H]3O[C@H]2[C@@H]3CO1,3.1859738,1.6158905,1.3145942,2.0684,74.02,-0.23141,0.0646,0.29601,997.8177,0.159259,-422.478597,-422.471484,-422.470539,-422.510004,28.379
dsC7O2H10nsd/dsC7O2H10nsd_0154.xyz,C1COC2C3OC2C3C1,C1CO[C@H]2[C@@H]3O[C@H]2[C@@H]3C1,3.1360885,1.6659015,1.3510493,2.1786,73.77,-0.2356,0.06249,0.29809,985.3435,0.159213,-422.483682,-422.476558,-422.475614,-422.515168,28.427
dsC7O2H10nsd/dsC7O2H10nsd_0155.xyz,C1C2OC(C12)C1CCO1,C1[C@H]2O[C@@H]([C@@H]12)[C@H]1CCO1,4.7361118,1.0332915,0.9244436,0.2483,75.35,-0.23256,0.06543,0.29799,1288.6135,0.157244,-422.486276,-422.478248,-422.477304,-422.519803,29.768
dsC7O2H10nsd/dsC7O2H10nsd_0156.xyz,C1C2OC(C12)C1COC1,C1[C@H]2O[C@@H]([C@@H]12)C1COC1,4.7454664,1.0008223,0.9046984,2.6032,74.99,-0.23805,0.07663,0.31468,1300.4439,0.157344,-422.482628,-422.474623,-422.473679,-422.516138,29.61
dsC7O2H10nsd/dsC7O2H10nsd_0157.xyz,C1CC(O1)C1CC2OC12,C1C[C@@H](O1)[C@H]1C[C@@H]2O[C@H]12,4.593469,1.0011896,0.8933976,2.7659,75.09,-0.24706,0.07666,0.32372,1309.8318,0.157089,-422.491423,-422.483348,-422.482404,-422.525065,29.778
dsC7O2H10nsd/dsC7O2H10nsd_0158.xyz,C1OCC1C1CC2OC12,C1OCC1[C@@H]1C[C@H]2O[C@@H]12,4.6514324,0.9548195,0.8588138,2.0895,74.52,-0.2478,0.07565,0.32345,1336.0803,0.157078,-422.486221,-422.478085,-422.477141,-422.520386,29.663
dsC7O2H10nsd/dsC7O2H10nsd_0159.xyz,C1C2CC11CCOC1O2,C1[C@@H]2C[C@@]31CCO[C@@H]3O2,3.1784025,1.7998472,1.4773855,3.0217,73.86,-0.24932,0.08222,0.33154,935.0197,0.160139,-422.537048,-422.530238,-422.529294,-422.568294,27.694
dsC7O2H10nsd/dsC7O2H10nsd_0160.xyz,C1C2CC11COCC1O2,C1[C@@H]2C[C@@]31COC[C@H]3O2,3.2128123,1.7317358,1.4316466,1.8691,73.93,-0.24576,0.07741,0.32317,947.4341,0.160219,-422.527778,-422.520983,-422.520038,-422.558982,27.67
dsC7O2H10nsd/dsC7O2H10nsd_0161.xyz,C1C2CC11OCCC1O2,C1[C@@H]2C[C@@]31OCC[C@@H]3O2,3.1750446,1.7748437,1.4502885,0.5411,73.89,-0.24139,0.0718,0.31319,944.4488,0.160032,-422.53189,-422.525155,-422.524211,-422.562864,27.873
dsC7O2H10nsd/dsC7O2H10nsd_0162.xyz,C1C2CC11OCOC1C2,C1[C@@H]2C[C@@]31OCO[C@@H]3C2,3.2087154,1.7805912,1.4581316,1.1339,74.11,-0.24676,0.09057,0.33733,940.1729,0.160264,-422.539655,-422.532924,-422.531979,-422.570608,27.616
dsC7O2H10nsd/dsC7O2H10nsd_0163.xyz,C1C2CC3COCC13O2,C1[C@H]2C[C@@H]3COC[C@@]13O2,3.2259195,1.7414032,1.421974,2.5216,73.88,-0.24613,0.08253,0.32866,951.6006,0.160123,-422.539266,-422.532462,-422.531518,-422.570246,27.81
dsC7O2H10nsd/dsC7O2H10nsd_0164.xyz,C1C2CC3OCCC13O2,C1[C@@H]2C[C@H]3OCC[C@]13O2,3.143543,1.8216495,1.4768884,2.0874,74.15,-0.24275,0.08382,0.32657,936.8554,0.159775,-422.540459,-422.533552,-422.532608,-422.57176,27.952
dsC7O2H10nsd/dsC7O2H10nsd_0165.xyz,C1C2CC11COCOC21,C1[C@H]2C[C@]31COCO[C@H]23,3.1729012,1.7265611,1.4157689,1.7212,74.98,-0.25458,0.09837,0.35295,958.9943,0.160229,-422.502575,-422.495928,-422.494984,-422.533197,27.755
dsC7O2H10nsd/dsC7O2H10nsd_0166.xyz,C1C2CC11OCCOC21,C1[C@H]2C[C@]31OCCO[C@H]23,3.0703639,1.7855192,1.4343673,0.3052,74.81,-0.23508,0.09804,0.33312,954.2031,0.159816,-422.49987,-422.493177,-422.492232,-422.530501,28.095
dsC7O2H10nsd/dsC7O2H10nsd_0167.xyz,C1C2CC11OCOCC21,C1[C@H]2C[C@]31OCOC[C@H]23,3.170372,1.7024608,1.4020194,1.6932,74.53,-0.25554,0.08882,0.34436,965.1908,0.160341,-422.501471,-422.494851,-422.493907,-422.532073,27.862
dsC7O2H10nsd/dsC7O2H10nsd_0168.xyz,C1C2OC11CCCOC21,C1[C@H]2O[C@]31CCCO[C@@H]23,3.0437946,1.7214018,1.3889511,1.9742,74.6,-0.23283,0.07581,0.30864,972.5697,0.15906,-422.492044,-422.485139,-422.484195,-422.522891,28.67
dsC7O2H10nsd/dsC7O2H10nsd_0169.xyz,C1C2OC11CCOCC21,C1[C@@H]2O[C@@]31CCOC[C@H]23,3.1361357,1.6394279,1.3525534,1.7006,74.72,-0.23408,0.07925,0.31333,984.7998,0.159308,-422.486114,-422.479247,-422.478303,-422.516958,28.573
dsC7O2H10nsd/dsC7O2H10nsd_0170.xyz,C1C2OC11COCCC21,C1[C@@H]2O[C@@]31COCC[C@H]23,3.1080736,1.6570161,1.359484,1.7324,74.94,-0.23692,0.07555,0.31247,983.6482,0.159194,-422.484408,-422.477506,-422.476562,-422.515302,28.611
dsC7O2H10nsd/dsC7O2H10nsd_0171.xyz,C1C2CC3CC(O3)C1O2,C1[C@H]2C[C@@H]3C[C@@H](O3)[C@@H]1O2,2.7454938,1.9964163,1.755659,0.3656,72.84,-0.23338,0.07601,0.30939,877.6423,0.160691,-422.529004,-422.522633,-422.521689,-422.559226,27.235
dsC7O2H10nsd/dsC7O2H10nsd_0172.xyz,C1C2CC1C1OCC2O1,C1[C@H]2C[C@@H]1[C@@H]1OC[C@H]2O1,2.9319576,1.9308518,1.9061257,1.5948,72.38,-0.25168,0.08255,0.33423,853.2545,0.16192,-422.542931,-422.536966,-422.536022,-422.572804,26.171
dsC7O2H10nsd/dsC7O2H10nsd_0173.xyz,C1C2OC1C1CC2CO1,C1[C@@H]2O[C@H]1[C@@H]1C[C@H]2CO1,2.8997339,1.9363919,1.9153463,2.693,72.42,-0.23516,0.07394,0.3091,852.6036,0.161708,-422.532891,-422.526883,-422.525939,-422.562778,26.342
dsC7O2H10nsd/dsC7O2H10nsd_0174.xyz,C1C2OC1C1CCC2O1,C1[C@H]2O[C@@H]1[C@@H]1CC[C@H]2O1,2.908204,1.9453102,1.912858,0.2752,72.36,-0.2265,0.08138,0.30788,854.0065,0.161427,-422.547061,-422.54094,-422.539996,-422.577067,26.582
dsC7O2H10nsd/dsC7O2H10nsd_0175.xyz,C1C2CC1C1OCOC21,C1[C@@H]2C[C@H]1[C@H]1OCO[C@@H]21,3.4926963,1.6800961,1.4759372,1.2932,73.68,-0.25782,0.0934,0.35122,939.6743,0.161001,-422.554181,-422.547699,-422.546755,-422.584841,26.743
dsC7O2H10nsd/dsC7O2H10nsd_0176.xyz,C1C2OC1C1COCC21,C1[C@@H]2O[C@H]1[C@H]1COC[C@@H]21,3.5721247,1.5866727,1.401182,2.4718,73.03,-0.23933,0.08276,0.32209,965.2917,0.160991,-422.543194,-422.536626,-422.535682,-422.573987,26.941
dsC7O2H10nsd/dsC7O2H10nsd_0177.xyz,C1C2OC1C1OCCC21,C1[C@@H]2O[C@H]1[C@H]1OCC[C@@H]21,3.3231396,1.717968,1.5263995,2.1474,73.13,-0.22807,0.08138,0.30945,930.7096,0.160769,-422.546683,-422.540078,-422.539134,-422.577481,27.109
dsC7O2H10nsd/dsC7O2H10nsd_0178.xyz,C1C2CC1C21COCO1,C1[C@H]2C[C@@H]1[C@@]12COCO1,3.8165143,1.4311487,1.2155133,1.2292,75.05,-0.25045,0.0939,0.34435,1050.9345,0.159033,-422.506466,-422.49924,-422.498296,-422.538543,28.344
dsC7O2H10nsd/dsC7O2H10nsd_0179.xyz,C1C2OC1C21CCCO1,C1[C@H]2O[C@@H]1[C@]12CCCO1,3.778144,1.4063109,1.1896647,3.3446,75.33,-0.23124,0.07974,0.31098,1072.5248,0.157995,-422.490125,-422.48272,-422.481775,-422.522469,29.124
dsC7O2H10nsd/dsC7O2H10nsd_0180.xyz,C1C2OC1C21CCOC1,C1[C@H]2O[C@@H]1[C@]12CCOC1,3.7764413,1.3601886,1.1553663,2.4791,74.53,-0.24037,0.0774,0.31777,1082.7784,0.158263,-422.487674,-422.480284,-422.47934,-422.519967,28.933
dsC7O2H10nsd/dsC7O2H10nsd_0181.xyz,C1C2COCC=CC1O2,C1[C@H]2COCC=C[C@@H]1O2,2.2680149,2.079258,1.3568829,2.5609,75.86,-0.23475,-0.00626,0.22849,989.3817,0.159138,-422.52128,-422.513838,-422.512893,-422.552921,29.374
dsC7O2H10nsd/dsC7O2H10nsd_0182.xyz,C1C2CC3(COC3)OC12,C1[C@@H]2CC3(COC3)O[C@H]12,3.8361645,1.2652665,1.2597146,2.5172,73.69,-0.23736,0.06548,0.30284,1073.7251,0.158013,-422.521034,-422.513464,-422.51252,-422.553308,29.459
dsC7O2H10nsd/dsC7O2H10nsd_0183.xyz,C1CC2(CC3OC3C2)O1,C1C[C@]2(C[C@@H]3O[C@@H]3C2)O1,3.7160695,1.302738,1.2914527,3.3216,74.14,-0.24114,0.08208,0.32322,1063.3022,0.157834,-422.533447,-422.525837,-422.524893,-422.565812,29.47
dsC7O2H10nsd/dsC7O2H10nsd_0184.xyz,C1OCC11CC2OC2C1,C1OCC21C[C@@H]1O[C@@H]1C2,3.6829818,1.2694474,1.2668468,2.8317,73.44,-0.24321,0.07454,0.31775,1065.7895,0.158345,-422.530093,-422.522547,-422.521603,-422.562573,29.046
